date,cat_health_conditions
2008m1,-.4898972
2008m2,.2392894
2008m3,.5729734
2008m4,.6458209
2008m5,.143087
2008m6,-.5901183
2008m7,-.9258858
2008m8,-.9271854
2008m9,-.4579153
2008m10,.1403276
2008m11,.2883474
2008m12,.0303274
2009m1,.2107447
2009m2,.4478921
2009m3,.4958512
2009m4,.3142017
2009m5,-.0997883
2009m6,-.5722759
2009m7,-.7528737
2009m8,-.540946
2009m9,.2422658
2009m10,1.053769
2009m11,1.367846
2009m12,1.158784
2010m1,1.354476
2010m2,2.009132
2010m3,2.562436
2010m4,2.409773
2010m5,1.661343
2010m6,1.009229
2010m7,.7442691
2010m8,.9235317
2010m9,1.207232
2010m10,1.242376
2010m11,1.021647
2010m12,.5686671
2011m1,.352027
2011m2,.4166307
2011m3,.4094751
2011m4,.3799736
2011m5,.0054115
2011m6,-.3052586
2011m7,-.271432
2011m8,-.0683815
2011m9,.3138334
2011m10,.3337516
2011m11,-.0788983
2011m12,-.5180939
2012m1,-.3561498
2012m2,.1829494
2012m3,.4410478
2012m4,.1404626
2012m5,-.5027252
2012m6,-1.016437
2012m7,-1.17802
2012m8,-.9954933
2012m9,-.5747744
2012m10,-.3536374
2012m11,-.6037014
2012m12,-1.005979
2013m1,-.9681567
2013m2,-.6627799
2013m3,-.3722263
2013m4,-.3210978
2013m5,-.6804205
2013m6,-1.053716
2013m7,-1.152525
2013m8,-.9491972
2013m9,-.3988847
2013m10,-.0679032
2013m11,-.224838
2013m12,-.692246
2014m1,-.697355
2014m2,-.4531222
2014m3,-.4485972
2014m4,-.5675588
2014m5,-.8760117
2014m6,-1.111504
2014m7,-1.064951
2014m8,-.8069938
2014m9,-.3610621
2014m10,-.2158103
2014m11,-.4543704
2014m12,-.6849029
2015m1,-.5177706
2015m2,-.1647353
2015m3,.064411
2015m4,-.0341993
2015m5,-.4321439
2015m6,-.51345
2015m7,-.317851
2015m8,.113115
2015m9,.4675441
2015m10,.6124602
2015m11,.4154311
2015m12,.0419429
2016m1,.0135795
2016m2,.256808
2016m3,.5388598
2016m4,.8868941
