date,cat_family_stress
2011m1,1.404392
2011m2,.6542056
2011m3,.2466298
2011m4,.4868104
2011m5,1.021089
2011m6,1.535419
2011m7,1.787377
2011m8,1.601226
2011m9,1.207135
2011m10,.6574981
2011m11,-.0372827
2011m12,-.6148819
2012m1,-.2933704
2012m2,.0753505
2012m3,.3659683
2012m4,.4612741
2012m5,.4509037
2012m6,.4146359
2012m7,.6391692
2012m8,.8397263
2012m9,.604355
2012m10,.2546343
2012m11,-.2872774
2012m12,-.6477728
2013m1,-.5491647
2013m2,-.5055362
2013m3,-.2435
2013m4,.1233296
2013m5,.0918903
2013m6,-.1117869
2013m7,-.2749268
2013m8,-.7451166
2013m9,-1.342375
2013m10,-1.798798
2013m11,-2.017879
2013m12,-1.830756
2014m1,-1.248983
2014m2,-.8436832
2014m3,-.566084
2014m4,-.6245564
2014m5,-.6969733
2014m6,-.6381692
2014m7,-.296347
2014m8,-.1622949
2014m9,-.3340309
2014m10,-.5265207
2014m11,-.6664219
2014m12,-.4930137
2015m1,.2060731
2015m2,.8195127
2015m3,.8744215
2015m4,.5858132
2015m5,.4676117
2015m6,.5501334
2015m7,.5999597
2015m8,.4979623
2015m9,.2940398
2015m10,-.0639309
2015m11,-.4840924
2015m12,-.4208578
2016m1,-.1402453
2016m2,-.1340576
2016m3,-.1972398
2016m4,.0193798
