date,cat_health_conditions
2008m1,-.1234804
2008m2,.2531139
2008m3,.4283137
2008m4,.4622384
2008m5,.1005796
2008m6,-.5128843
2008m7,-.8929108
2008m8,-.7832622
2008m9,-.2289058
2008m10,.2259544
2008m11,.1865307
2008m12,.0522997
2009m1,.1507492
2009m2,.605799
2009m3,.9080041
2009m4,.7754
2009m5,.2285522
2009m6,-.223359
2009m7,-.3017115
2009m8,.1652273
2009m9,.937043
2009m10,1.613365
2009m11,1.735212
2009m12,1.282757
2010m1,1.079652
2010m2,1.401425
2010m3,2.112343
2010m4,2.165114
2010m5,1.550361
2010m6,.8850512
2010m7,.5474231
2010m8,.5270045
2010m9,.7790948
2010m10,1.054041
2010m11,.9618898
2010m12,.4180036
2011m1,.0195385
2011m2,.2135957
2011m3,.4692183
2011m4,.4181634
2011m5,-.0788934
2011m6,-.7777455
2011m7,-1.222284
2011m8,-1.253712
2011m9,-.7526622
2011m10,-.2647923
2011m11,-.2083688
2011m12,-.5118762
2012m1,-.4532037
2012m2,-.0127838
2012m3,.2634495
2012m4,.1759206
2012m5,-.2660868
2012m6,-.7751248
2012m7,-1.01573
2012m8,-.9524724
2012m9,-.6090977
2012m10,-.5125498
2012m11,-.8651212
2012m12,-1.238565
2013m1,-1.172517
2013m2,-.7865918
2013m3,-.448905
2013m4,-.3829241
2013m5,-.8459857
2013m6,-1.334967
2013m7,-1.388022
2013m8,-1.121418
2013m9,-.6047229
2013m10,-.2027494
2013m11,-.3280641
2013m12,-.6831701
2014m1,-.6623209
2014m2,-.2818948
2014m3,.0086037
2014m4,.0601249
2014m5,-.3104287
2014m6,-.7568329
2014m7,-.8760086
2014m8,-.6252137
2014m9,-.1406451
2014m10,.1213839
2014m11,.0342007
2014m12,-.2545887
2015m1,-.2467618
2015m2,.1385325
2015m3,.5062796
2015m4,.5927013
2015m5,.1358976
2015m6,-.5064853
2015m7,-.8436197
2015m8,-.6937511
2015m9,.0039596
2015m10,.5637949
2015m11,.6079708
2015m12,.3418048
2016m1,.1998476
2016m2,.4634967
2016m3,.6903548
2016m4,.7147904
