date,swb_stress
2011m1,-.9348903
2011m2,-.9141085
2011m3,-.9723871
2011m4,-1.062324
2011m5,-.982222
2011m6,-.5212608
2011m7,.2501566
2011m8,.9199034
2011m9,.9528564
2011m10,.5364069
2011m11,-.0857569
2011m12,-.5105123
2012m1,-.4406958
2012m2,-.2639982
2012m3,-.4595684
2012m4,-.4765629
2012m5,-.3404062
2012m6,-.2383602
2012m7,-.0962799
2012m8,.1593215
2012m9,.3992334
2012m10,.6733446
2012m11,.6044647
2012m12,-.187271
2013m1,-.955722
2013m2,-1.44463
2013m3,-1.663861
2013m4,-1.640124
2013m5,-1.472294
2013m6,-1.201674
2013m7,-.7419212
2013m8,-.4016322
2013m9,-.3438451
2013m10,-.8199429
2013m11,-1.398606
2013m12,-1.633236
2014m1,-1.522765
2014m2,-1.55966
2014m3,-1.785361
2014m4,-1.966458
2014m5,-2.05598
2014m6,-2.034729
2014m7,-1.766274
2014m8,-1.457924
2014m9,-1.277384
2014m10,-1.383033
2014m11,-1.733845
2014m12,-2.043673
2015m1,-2.281743
2015m2,-2.303545
2015m3,-2.199476
2015m4,-2.07408
2015m5,-2.110905
2015m6,-2.141183
2015m7,-1.926318
2015m8,-1.416856
2015m9,-.9694355
2015m10,-.79142
2015m11,-1.143476
2015m12,-1.599159
2016m1,-1.79436
2016m2,-1.84892
2016m3,-1.834104
2016m4,-1.711332
