date,cat_health_conditions
2008m1,.6785703
2008m2,1.039854
2008m3,1.072343
2008m4,.7582348
2008m5,-.0531521
2008m6,-.7238259
2008m7,-.8599203
2008m8,-.5332081
2008m9,.1781103
2008m10,.7285983
2008m11,.694536
2008m12,.4431939
2009m1,.5774533
2009m2,1.189438
2009m3,1.503469
2009m4,1.434293
2009m5,.7663482
2009m6,.0881429
2009m7,-.1536161
2009m8,.1593329
2009m9,.797077
2009m10,1.331723
2009m11,1.566812
2009m12,1.397331
2010m1,1.360685
2010m2,1.745937
2010m3,1.968326
2010m4,1.719247
2010m5,.9808291
2010m6,.1759012
2010m7,-.6267729
2010m8,-.8124661
2010m9,-.3222373
2010m10,-.0135198
2010m11,-.1264389
2010m12,-.5630434
2011m1,-.644781
2011m2,-.4093212
2011m3,-.1881038
2011m4,-.2679331
2011m5,-.7344876
2011m6,-1.14937
2011m7,-1.224588
2011m8,-.9284999
2011m9,-.4104925
2011m10,-.2003572
2011m11,-.3728675
2011m12,-.7054562
2012m1,-.5452895
2012m2,-.1312118
2012m3,.0017564
2012m4,-.1501166
2012m5,-.5623263
2012m6,-.9252585
2012m7,-1.083873
2012m8,-.9198479
2012m9,-.4724084
2012m10,-.2873239
2012m11,-.4014931
2012m12,-.7303159
2013m1,-.6619955
2013m2,-.417936
2013m3,-.25174
2013m4,-.1884874
2013m5,-.6412957
2013m6,-1.056984
2013m7,-1.088606
2013m8,-.8003907
2013m9,-.3452841
2013m10,-.0528432
2013m11,-.1873314
2013m12,-.4895855
2014m1,-.3133135
2014m2,.1599977
2014m3,.3997668
2014m4,.3628343
2014m5,-.1697985
2014m6,-.708265
2014m7,-.8474445
2014m8,-.6100796
2014m9,-.0509133
2014m10,.2961979
2014m11,.1728502
2014m12,-.055012
2015m1,.1236068
2015m2,.5800894
2015m3,.8257051
2015m4,.7660746
2015m5,.1320985
2015m6,-.6005522
2015m7,-.9804587
2015m8,-.8811634
2015m9,-.3368847
2015m10,.0745448
2015m11,.0569631
2015m12,-.1197781
2016m1,.0270036
2016m2,.3814842
2016m3,.540364
2016m4,.8329452
