date,cat_civic_engagement
2008m1,-.381202
2008m2,-.0010988
2008m3,.1568641
2008m4,-.0063478
2008m5,-.4928146
2008m6,-.9716875
2008m7,-1.206729
2008m8,-1.066555
2008m9,-.5269821
2008m10,-.0723397
2008m11,.0004077
2008m12,-.1928615
2009m1,-.232941
2009m2,-.1740532
2009m3,-.2409002
2009m4,-.2095889
2009m5,-.2854826
2009m6,-.4387628
2009m7,-.4795927
2009m8,-.0402169
2009m9,.9751696
2009m10,2.158504
2009m11,2.826012
2009m12,2.775087
2010m1,2.499171
2010m2,2.120362
2010m3,1.966363
2010m4,1.754368
2010m5,1.185265
2010m6,.6596867
2010m7,.6060332
2010m8,1.022817
2010m9,1.463769
2010m10,1.561097
2010m11,1.287215
2010m12,.8091755
2011m1,.4296142
2011m2,.2843433
2011m3,.192255
2011m4,-.059653
2011m5,-.3375617
2011m6,-.6350483
2011m7,-.7626436
2011m8,-.4370867
2011m9,.3722485
2011m10,.9131311
2011m11,.8015769
2011m12,.312098
2012m1,.0458524
2012m2,.1237584
2012m3,.2020074
2012m4,-.0077436
2012m5,-.4726627
2012m6,-.9885167
2012m7,-1.117729
2012m8,-.8100195
2012m9,-.1218914
2012m10,.1904213
2012m11,.0858631
2012m12,-.099932
2013m1,-.1606113
2013m2,-.1611505
2013m3,-.2182637
2013m4,-.2923308
2013m5,-.5759676
2013m6,-.9119996
2013m7,-1.020663
2013m8,-.829376
2013m9,-.3361253
2013m10,.1082954
2013m11,.1182769
2013m12,-.1694542
2014m1,-.3867395
2014m2,-.4619798
2014m3,-.4789993
2014m4,-.5533913
2014m5,-.7475877
2014m6,-.9475142
2014m7,-1.104984
2014m8,-.9959477
2014m9,-.5677434
2014m10,-.2709539
2014m11,-.287144
2014m12,-.3644699
2015m1,-.3693231
2015m2,-.3418968
2015m3,-.4094236
2015m4,-.5313668
2015m5,-.7320214
2015m6,-.8169032
2015m7,-.9174331
2015m8,-.7950437
2015m9,-.2314639
2015m10,.1924187
2015m11,.0374233
2015m12,-.1408859
2016m1,-.1738896
2016m2,-.1375549
2016m3,.0252966
2016m4,.0490012
