date,cat_spirituality
2008m1,.7028741
2008m2,1.118268
2008m3,1.289717
2008m4,1.130805
2008m5,.4694421
2008m6,-.0550213
2008m7,-.2190175
2008m8,-.0088577
2008m9,.5435202
2008m10,.9280232
2008m11,.9062607
2008m12,.7060645
2009m1,.4960075
2009m2,.4587936
2009m3,.5364183
2009m4,.4604068
2009m5,.1837624
2009m6,-.2392247
2009m7,-.3553275
2009m8,.1012726
2009m9,1.040984
2009m10,1.882909
2009m11,2.013153
2009m12,1.878231
2010m1,1.657706
2010m2,1.695057
2010m3,1.876402
2010m4,2.059655
2010m5,1.970338
2010m6,1.649261
2010m7,1.331031
2010m8,1.274121
2010m9,1.464472
2010m10,1.53936
2010m11,1.318027
2010m12,.8148348
2011m1,.1348982
2011m2,-.131272
2011m3,-.2562533
2011m4,-.3336297
2011m5,-.5789211
2011m6,-.7905564
2011m7,-.8963951
2011m8,-.694744
2011m9,-.1881782
2011m10,.1524342
2011m11,.1124414
2011m12,-.0250472
2012m1,-.1489959
2012m2,-.091212
2012m3,-.1903105
2012m4,-.4263429
2012m5,-.8336507
2012m6,-1.083413
2012m7,-.9905775
2012m8,-.5950268
2012m9,-.1603074
2012m10,.0262297
2012m11,-.0197451
2012m12,-.1703118
2013m1,-.2948797
2013m2,-.3088134
2013m3,-.3375627
2013m4,-.4263741
2013m5,-.764443
2013m6,-1.069818
2013m7,-1.159317
2013m8,-.9302351
2013m9,-.5692194
2013m10,-.4645265
2013m11,-.6262031
2013m12,-.7684586
2014m1,-.8832731
2014m2,-.799601
2014m3,-.7500753
2014m4,-.8288913
2014m5,-1.112907
2014m6,-1.263136
2014m7,-1.214388
2014m8,-.9915547
2014m9,-.6812152
2014m10,-.504294
2014m11,-.5906041
2014m12,-.653959
2015m1,-.6283839
2015m2,-.4134091
2015m3,-.2354454
2015m4,-.3382597
2015m5,-.7820305
2015m6,-1.117131
2015m7,-1.149178
2015m8,-.8342239
2015m9,-.4508557
2015m10,-.2876952
2015m11,-.3401201
2015m12,-.5545737
2016m1,-.653441
2016m2,-.5554608
2016m3,-.3216953
2016m4,.2148098
