region,date,mal_etre
Basse-Normandie,2013m1,-.35371
Basse-Normandie,2013m2,-.3175323
Basse-Normandie,2013m3,-.73878306
Basse-Normandie,2013m4,-.43243861
Basse-Normandie,2013m5,-.16893944
Basse-Normandie,2013m6,-.31835592
Basse-Normandie,2013m7,-.85000044
Basse-Normandie,2013m8,-.66884583
Basse-Normandie,2013m9,-.20105863
Basse-Normandie,2013m10,-.20752326
Basse-Normandie,2013m11,-.35931087
Basse-Normandie,2013m12,-.41707268
Basse-Normandie,2014m1,.033161301
Basse-Normandie,2014m2,-.10733705
Basse-Normandie,2014m3,-.18291949
Basse-Normandie,2014m4,-.087726936
Basse-Normandie,2014m5,-.17956804
Basse-Normandie,2014m6,-.55794126
Basse-Normandie,2014m7,-.67753303
Basse-Normandie,2014m8,-.6193248
Basse-Normandie,2014m9,-.092037722
Basse-Normandie,2014m10,-.1158062
Basse-Normandie,2014m11,-.2070117
Basse-Normandie,2014m12,-.67838001
Basse-Normandie,2015m1,.26007405
Basse-Normandie,2015m2,.043129116
Basse-Normandie,2015m3,.43349844
Basse-Normandie,2015m4,.45978197
Basse-Normandie,2015m5,.14585458
Basse-Normandie,2015m6,-.16382959
Basse-Normandie,2015m7,-.13863689
Basse-Normandie,2015m8,.056834906
Basse-Normandie,2015m9,.43408531
Basse-Normandie,2015m10,.39902964
Basse-Normandie,2015m11,.22114295
Basse-Normandie,2015m12,.26072273
Basse-Normandie,2016m1,.63811272
Basse-Normandie,2016m2,.42432278
Basse-Normandie,2016m3,.39405367
Basse-Normandie,2016m4,.29781476
Basse-Normandie,2016m5,.48269603
Basse-Normandie,2016m6,.18073863
Basse-Normandie,2016m7,-.074881807
Basse-Normandie,2016m8,.043927219
Basse-Normandie,2016m9,.47485507
Basse-Normandie,2016m10,.48565778
Basse-Normandie,2016m11,.62679237
Basse-Normandie,2016m12,.20714177
Basse-Normandie,2017m1,.70692492
Basse-Normandie,2017m2,.73441696
Basse-Normandie,2017m3,.83993024
