date,cat_financial_security
2011m1,1.418422
2011m2,1.15473
2011m3,.942497
2011m4,.8689554
2011m5,.8642491
2011m6,.9407082
2011m7,.9768175
2011m8,.9032128
2011m9,.7285276
2011m10,.6131672
2011m11,.6031503
2011m12,.7810462
2012m1,1.035233
2012m2,1.113814
2012m3,1.038764
2012m4,.9616447
2012m5,.9038492
2012m6,.8800956
2012m7,.8838269
2012m8,.8567165
2012m9,.7538569
2012m10,.6720239
2012m11,.6930755
2012m12,.9345636
2013m1,1.318531
2013m2,1.500891
2013m3,1.522527
2013m4,1.420456
2013m5,1.091223
2013m6,.4703934
2013m7,-.3741782
2013m8,-.9247725
2013m9,-1.201674
2013m10,-1.280274
2013m11,-1.216371
2013m12,-.977298
2014m1,-.7313361
2014m2,-.7022218
2014m3,-.8038699
2014m4,-.9288298
2014m5,-1.084557
2014m6,-1.209755
2014m7,-1.120551
2014m8,-.9906712
2014m9,-.9815722
2014m10,-1.072743
2014m11,-1.119003
2014m12,-1.034521
2015m1,-.8494526
2015m2,-.6933917
2015m3,-.5834048
2015m4,-.4353812
2015m5,-.2214305
2015m6,-.0735322
2015m7,-.1206125
2015m8,-.2932156
2015m9,-.6041563
2015m10,-1.054759
2015m11,-1.404554
2015m12,-1.402337
2016m1,-1.210662
2016m2,-1.002442
2016m3,-.7498612
2016m4,-.3935761
