health_conditions_f
-1.759512
1.59681
.7244377
1.957867
-.4474046
-.0660573
.3595875
-2.503608
.3665596
.6175569
.1895346
-.7414941
-.7747579
1.009978
1.225359
1.672809
-.0353805
-1.117123
-.0934173
-.5621733
1.387521
1.649677
1.11689
-.3861719
-1.622932
-.3732053
.1365328
.5039555
-.8374541
.5601838
-1.22054
-1.093313
.1127562
1.55365
.8133289
-.5224849
-1.932272
-.0487649
.5656397
-.3317849
-.7897434
.365194
-.7925075
-1.678258
-.0525489
1.508391
.8479048
-.3303974
-1.03362
.3628514
-.003233
-.0202239
-.4283251
.1085762
.8544386
-.9505585
.3812773
