date,cat_health_conditions
2011m1,-.3689159
2011m2,.4006785
2011m3,.7049938
2011m4,.6031793
2011m5,-.0381587
2011m6,-.6946062
2011m7,-.9491305
2011m8,-.5488735
2011m9,.0087336
2011m10,.2640658
2011m11,.079047
2011m12,-.2152395
2012m1,.1366515
2012m2,.7748978
2012m3,1.081903
2012m4,1.035932
2012m5,.2939555
2012m6,-.5147459
2012m7,-.8565015
2012m8,-.5829418
2012m9,.1145624
2012m10,.3504165
2012m11,-.1033609
2012m12,-.5486621
2013m1,-.4595834
2013m2,-.0223205
2013m3,.223748
2013m4,.1114181
2013m5,-.4961344
2013m6,-1.10721
2013m7,-1.432494
2013m8,-1.225356
2013m9,-.7314933
2013m10,-.2897583
2013m11,-.3990566
2013m12,-.7647182
2014m1,-.7495197
2014m2,-.4608462
2014m3,-.27665
2014m4,-.2411022
2014m5,-.6370435
2014m6,-1.030608
2014m7,-1.048595
2014m8,-.6633847
2014m9,-.0316893
2014m10,.275225
2014m11,.0717975
2014m12,.0607353
2015m1,.5546571
2015m2,1.001324
2015m3,1.285857
2015m4,1.037267
2015m5,.2969066
2015m6,-.1888653
2015m7,-.3501744
2015m8,-.1162843
2015m9,.5281097
2015m10,1.106803
2015m11,1.103472
2015m12,.836987
2016m1,.8342047
2016m2,.9554085
2016m3,1.016941
2016m4,.9941465
