date,cat_social_progress
2008m1,-.3232504
2008m2,-.2616831
2008m3,.0432757
2008m4,.1234508
2008m5,-.2072757
2008m6,-.4653667
2008m7,-.4391214
2008m8,-.1929747
2008m9,.3544277
2008m10,.5798147
2008m11,.2504531
2008m12,-.3503866
2009m1,-.5285724
2009m2,-.3685875
2009m3,-.2724024
2009m4,-.2278394
2009m5,-.3252806
2009m6,-.2333124
2009m7,.130625
2009m8,.7556084
2009m9,1.151297
2009m10,1.392102
2009m11,1.459862
2009m12,1.217322
2010m1,.9216884
2010m2,1.101462
2010m3,1.575852
2010m4,1.776953
2010m5,1.205789
2010m6,.631538
2010m7,.3441622
2010m8,.8039147
2010m9,1.536065
2010m10,1.737953
2010m11,1.534449
2010m12,.9344919
2011m1,-.2035685
2011m2,-.7312237
2011m3,-.8908142
2011m4,-.9376647
2011m5,-1.056095
2011m6,-1.222911
2011m7,-1.234129
2011m8,-.8522801
2011m9,-.2812478
2011m10,.0051293
2011m11,-.1210828
2011m12,-.4228379
2012m1,-.4820215
2012m2,-.2843518
2012m3,-.1931933
2012m4,-.3729946
2012m5,-.9004126
2012m6,-1.280311
2012m7,-1.387216
2012m8,-1.093892
2012m9,-.6254475
2012m10,-.2599401
2012m11,-.1787704
2012m12,-.3485288
2013m1,-.4926034
2013m2,-.5319463
2013m3,-.4750174
2013m4,-.4744485
2013m5,-.7286058
2013m6,-1.104851
2013m7,-1.172621
2013m8,-.7738679
2013m9,-.2196772
2013m10,-.0655659
2013m11,-.3080215
2013m12,-.4539001
2014m1,-.4442112
2014m2,-.2312081
2014m3,-.1638014
2014m4,-.2301739
2014m5,-.6859008
2014m6,-.9669491
2014m7,-.9083063
2014m8,-.4071223
2014m9,.2357251
2014m10,.4927647
2014m11,.381137
2014m12,.1909184
2015m1,.2124257
2015m2,.576885
2015m3,.9258379
2015m4,.9848485
2015m5,.4081258
2015m6,-.224094
2015m7,-.4990396
2015m8,-.0428196
2015m9,.7345269
2015m10,.9260362
2015m11,.5884348
2015m12,.2083531
2016m1,.134923
2016m2,.3599308
2016m3,.7676855
2016m4,1.465499
