region,date,health
Franche-Comte,2013m1,-.1189659225443999
Franche-Comte,2013m2,-.1440470533238517
Franche-Comte,2013m3,-.3212947859946225
Franche-Comte,2013m4,-.3988034705527955
Franche-Comte,2013m5,-.4080261631558339
Franche-Comte,2013m6,-.5015283203683794
Franche-Comte,2013m7,-.9001547574169106
Franche-Comte,2013m8,-.6599713745009568
Franche-Comte,2013m9,.0372170748887584
Franche-Comte,2013m10,.0220318080650436
Franche-Comte,2013m11,-.3297657490604454
Franche-Comte,2013m12,-.6835947641068034
Franche-Comte,2014m1,.3182341758575704
Franche-Comte,2014m2,.7247652247962024
Franche-Comte,2014m3,.2164500881400373
Franche-Comte,2014m4,-.1476999151313471
Franche-Comte,2014m5,-.1344429217796359
Franche-Comte,2014m6,-.2477786350581381
Franche-Comte,2014m7,-.381175744243794
Franche-Comte,2014m8,-.0118454515985731
Franche-Comte,2014m9,.3544827794345717
Franche-Comte,2014m10,-.0937231779098511
Franche-Comte,2014m11,.4667497523542907
Franche-Comte,2014m12,-.0292113640656074
Franche-Comte,2015m1,.6521707632475429
Franche-Comte,2015m2,.8044002478321394
Franche-Comte,2015m3,.6696928449802928
Franche-Comte,2015m4,.4340503263390726
Franche-Comte,2015m5,-.0098439030763176
Franche-Comte,2015m6,.1732328360279401
Franche-Comte,2015m7,-.0095758843753073
Franche-Comte,2015m8,.5457003849248091
Franche-Comte,2015m9,.8919605049822066
Franche-Comte,2015m10,.5845053742329279
Franche-Comte,2015m11,.5338525672753652
Franche-Comte,2015m12,.1755956228201588
Franche-Comte,2016m1,.5939126834273338
Franche-Comte,2016m2,1.080515720778041
Franche-Comte,2016m3,1.337840392357773
Franche-Comte,2016m4,.8752208376924197
Franche-Comte,2016m5,.8552350173445625
Franche-Comte,2016m6,
