date,swb_happiness
2011m1,-.8170388
2011m2,-.317491
2011m3,.1544718
2011m4,.6867837
2011m5,.9510522
2011m6,.8166799
2011m7,.1170981
2011m8,-.659159
2011m9,-.9605591
2011m10,-.6378121
2011m11,-.0508362
2011m12,.1563818
2012m1,-.1619896
2012m2,-.2488978
2012m3,.2947347
2012m4,1.028968
2012m5,1.383416
2012m6,1.084326
2012m7,.5183269
2012m8,-.1917169
2012m9,-.4184006
2012m10,.1667316
2012m11,.8756529
2012m12,1.097911
2013m1,.4397368
2013m2,-.1857685
2013m3,-.1540937
2013m4,.2450922
2013m5,.5761769
2013m6,.5930924
2013m7,.3987481
2013m8,-.1132535
2013m9,-.4367767
2013m10,-.2367722
2013m11,-.035385
2013m12,-.1027764
2014m1,-.275835
2014m2,-.1839686
2014m3,.2553295
2014m4,.729957
2014m5,1.042572
2014m6,.5863279
2014m7,-.1560976
2014m8,-.7177147
2014m9,-1.227105
2014m10,-1.182019
2014m11,-.5653224
2014m12,-.1786399
2015m1,.0280404
2015m2,.4646699
2015m3,.7213475
2015m4,.8198299
2015m5,.7728924
2015m6,.5504474
2015m7,.0548905
2015m8,-.701506
2015m9,-.9697766
2015m10,-.3776171
2015m11,.6076059
2015m12,1.228897
2016m1,1.090696
2016m2,.9037637
2016m3,.7857633
2016m4,.5839064
