date,swb_happiness
2008m1,.4032509
2008m2,.6932837
2008m3,.6114693
2008m4,.1976938
2008m5,.1369936
2008m6,.2698425
2008m7,-.0319918
2008m8,-.5273204
2008m9,-.7505598
2008m10,-.856962
2008m11,-1.061912
2008m12,-1.595697
2009m1,-2.250704
2009m2,-2.190836
2009m3,-1.819932
2009m4,-1.377106
2009m5,-1.147274
2009m6,-.883176
2009m7,-.7135703
2009m8,-.7676835
2009m9,-.7247909
2009m10,-.5244496
2009m11,-.6770083
2009m12,-.8623434
2010m1,-.9942332
2010m2,-.9003773
2010m3,-.5336608
2010m4,-.2239326
2010m5,-.1382192
2010m6,-.4007257
2010m7,-.8554392
2010m8,-.9827517
2010m9,-.8472089
2010m10,-.4697219
2010m11,-.0952307
2010m12,-.0504927
2011m1,.0819002
2011m2,.3102727
2011m3,.4153873
2011m4,.534489
2011m5,.6399952
2011m6,.5536366
2011m7,.2892898
2011m8,.1865148
2011m9,.4518141
2011m10,.6106511
2011m11,.4748189
2011m12,.3431543
2012m1,.1817742
2012m2,.4886134
2012m3,.9645967
2012m4,1.275474
2012m5,1.35583
2012m6,1.142711
2012m7,.6642898
2012m8,.2552308
2012m9,.2350435
2012m10,.3646919
2012m11,.4831005
2012m12,.3289248
2013m1,.1497378
2013m2,.4188758
2013m3,.7804336
2013m4,1.050979
2013m5,1.107883
2013m6,.9553049
2013m7,.6235874
2013m8,.0643529
2013m9,-.0841235
2013m10,.1839626
2013m11,.6095179
2013m12,.6141919
2014m1,.2705123
2014m2,.2334648
2014m3,.5887054
2014m4,.9531834
2014m5,1.033437
2014m6,.7840495
2014m7,.5391861
2014m8,.5770212
2014m9,.8406752
2014m10,1.156167
2014m11,1.321558
2014m12,1.260095
2015m1,.9857987
2015m2,.9678578
2015m3,1.036875
2015m4,1.093681
2015m5,1.048157
2015m6,.9061634
2015m7,.6036691
2015m8,.3724076
2015m9,.5414656
2015m10,.9962246
2015m11,1.374503
2015m12,1.398139
2016m1,1.224694
2016m2,1.253821
2016m3,1.492829
2016m4,1.957257
