date,cat_social_progress
2011m1,-.7893019
2011m2,-.3501232
2011m3,-.1865618
2011m4,-.3573562
2011m5,-.7065983
2011m6,-1.119753
2011m7,-1.286057
2011m8,-1.119653
2011m9,-.6554381
2011m10,-.4613149
2011m11,-.5744914
2011m12,-.7040979
2012m1,-.526459
2012m2,-.1868649
2012m3,-.015893
2012m4,-.1040607
2012m5,-.4452572
2012m6,-.9142717
2012m7,-1.073013
2012m8,-.7648436
2012m9,-.3275259
2012m10,-.2484731
2012m11,-.6344804
2012m12,-.982735
2013m1,-.9551849
2013m2,-.6277502
2013m3,-.3855077
2013m4,-.4452076
2013m5,-.8039129
2013m6,-1.26004
2013m7,-1.28535
2013m8,-.7571414
2013m9,.189188
2013m10,.6843361
2013m11,.579825
2013m12,.1667383
2014m1,-.0364787
2014m2,.1379773
2014m3,.4109484
2014m4,.5113295
2014m5,.251957
2014m6,-.2203371
2014m7,-.3768903
2014m8,-.0097096
2014m9,.717995
2014m10,1.148373
2014m11,.9901541
2014m12,.762157
2015m1,.8181806
2015m2,1.224859
2015m3,1.534601
2015m4,1.392096
2015m5,.8059279
2015m6,.2015528
2015m7,-.1162039
2015m8,.2029427
2015m9,.9818413
2015m10,1.344905
2015m11,1.223951
2015m12,1.013298
2016m1,.9882044
2016m2,1.233803
2016m3,1.264965
2016m4,1.032232
