region,date,immigration
Limousin,2013m1,-.48407158
Limousin,2013m2,.035937697
Limousin,2013m3,-.25523746
Limousin,2013m4,-.32375982
Limousin,2013m5,-1.1564046
Limousin,2013m6,-.93884468
Limousin,2013m7,-.71311605
Limousin,2013m8,-.92122233
Limousin,2013m9,-1.261881
Limousin,2013m10,-.94506752
Limousin,2013m11,-.31348205
Limousin,2013m12,-.74017102
Limousin,2014m1,-.82015026
Limousin,2014m2,-.43967801
Limousin,2014m3,-.15896821
Limousin,2014m4,-.76426268
Limousin,2014m5,-.53431493
Limousin,2014m6,-.70121413
Limousin,2014m7,-.34849331
Limousin,2014m8,-.69545567
Limousin,2014m9,-.45526707
Limousin,2014m10,-.63862348
Limousin,2014m11,-.12029231
Limousin,2014m12,.27450296
Limousin,2015m1,-.52572381
Limousin,2015m2,-.57414848
Limousin,2015m3,-.5850268
Limousin,2015m4,-.36355105
Limousin,2015m5,-.54805809
Limousin,2015m6,-.052073009
Limousin,2015m7,-.75538331
Limousin,2015m8,1.0734141
Limousin,2015m9,3.3381972
Limousin,2015m10,.61151659
Limousin,2015m11,1.4445059
Limousin,2015m12,.28830436
Limousin,2016m1,.9662962
Limousin,2016m2,.52762115
Limousin,2016m3,.66188014
Limousin,2016m4,.073987395
Limousin,2016m5,-.16934459
Limousin,2016m6,.20208587
Limousin,2016m7,.58355975
Limousin,2016m8,.4262149
Limousin,2016m9,1.2112342
Limousin,2016m10,2.7950191
Limousin,2016m11,1.1090617
Limousin,2016m12,.040911436
Limousin,2017m1,.8738963
Limousin,2017m2,.57454687
Limousin,2017m3,-.64194787
