region,date,travail
PACA,2013m1,.40581283
PACA,2013m2,.23754038
PACA,2013m3,.3015424
PACA,2013m4,-.059270512
PACA,2013m5,-.2413359
PACA,2013m6,-.29374373
PACA,2013m7,-1.9353853
PACA,2013m8,-2.295228
PACA,2013m9,-.92625248
PACA,2013m10,-.98695183
PACA,2013m11,-.92768472
PACA,2013m12,-.9683941
PACA,2014m1,-.25294748
PACA,2014m2,-.11157186
PACA,2014m3,.16237858
PACA,2014m4,-.1591989
PACA,2014m5,-.078056611
PACA,2014m6,-.053335205
PACA,2014m7,-.37560016
PACA,2014m8,-.61187565
PACA,2014m9,.90599555
PACA,2014m10,.71920168
PACA,2014m11,.51558644
PACA,2014m12,-.57463294
PACA,2015m1,.94222111
PACA,2015m2,.78303003
PACA,2015m3,.87800908
PACA,2015m4,.55311054
PACA,2015m5,.16024201
PACA,2015m6,.28938797
PACA,2015m7,-.87895972
PACA,2015m8,-.7456677
PACA,2015m9,.60749966
PACA,2015m10,.51113963
PACA,2015m11,.2373583
PACA,2015m12,-.42038092
PACA,2016m1,1.0763422
PACA,2016m2,.7093817
PACA,2016m3,.61616737
PACA,2016m4,.22442411
PACA,2016m5,.19818641
PACA,2016m6,.0018002568
PACA,2016m7,-1.0279157
PACA,2016m8,-.81859827
PACA,2016m9,.8611753
PACA,2016m10,.58236545
PACA,2016m11,.51780361
PACA,2016m12,-.2358432
PACA,2017m1,.74198431
PACA,2017m2,.78024161
PACA,2017m3,1.0073065
