happiness
-.3168526
-.9597943
-1.426329
-.7274519
.1215521
.6724989
.080963
-.7795714
-.1842416
-1.518411
-.4686535
-.349925
-.5319293
-.1576802
.2355767
-.0178729
1.008929
.7608201
1.588953
.9965827
.4449226
-.5026935
-1.087626
.2057949
.7327148
1.333197
1.818341
1.159753
.402718
1.194133
.6619813
.0616557
.2326288
.435228
.8356455
-.5965111
-.1961474
-.1565416
.2266884
-.5651979
-.6452683
.1030128
.5353584
-.0036668
-.4715035
-.6092675
-.1051471
-.054403
-.0741985
.0748718
.8645814
.1867747
.6660843
.6906863
.1360447
.4305293
.4476627
