date,swb_sadness
2008m1,-1.072015
2008m2,-.7988529
2008m3,-.7623844
2008m4,-.714273
2008m5,-.5897175
2008m6,-.488339
2008m7,-.4622372
2008m8,-.3472861
2008m9,-.1027756
2008m10,.5460821
2008m11,1.324166
2008m12,1.813735
2009m1,2.016861
2009m2,1.790715
2009m3,1.176676
2009m4,.428348
2009m5,-.0207735
2009m6,-.1939499
2009m7,-.1526367
2009m8,-.0608969
2009m9,.1652328
2009m10,.3443291
2009m11,.3763615
2009m12,.0891134
2010m1,-.1445756
2010m2,-.4153934
2010m3,-.8676754
2010m4,-1.238129
2010m5,-1.375559
2010m6,-1.286947
2010m7,-1.186286
2010m8,-1.172411
2010m9,-1.058897
2010m10,-.8206681
2010m11,-.6191034
2010m12,-.6066352
2011m1,-.9438431
2011m2,-1.207821
2011m3,-1.517212
2011m4,-1.711851
2011m5,-1.719337
2011m6,-1.488867
2011m7,-1.132163
2011m8,-.8683242
2011m9,-.7187113
2011m10,-.6471992
2011m11,-.4876989
2011m12,-.4338027
2012m1,-.8235359
2012m2,-1.199277
2012m3,-1.404904
2012m4,-1.515743
2012m5,-1.553278
2012m6,-1.4756
2012m7,-1.264358
2012m8,-.8503314
2012m9,-.2873512
2012m10,.3132997
2012m11,.6983599
2012m12,.7562397
2013m1,.0824138
2013m2,-.683762
2013m3,-1.138968
2013m4,-1.355893
2013m5,-1.37824
2013m6,-1.349957
2013m7,-1.265641
2013m8,-.9998106
2013m9,-.8540825
2013m10,-.8288853
2013m11,-.7557865
2013m12,-.7058113
2014m1,-.8862141
2014m2,-1.085518
2014m3,-1.481066
2014m4,-1.790243
2014m5,-1.865401
2014m6,-1.635206
2014m7,-1.511257
2014m8,-1.378811
2014m9,-1.266856
2014m10,-1.081449
2014m11,-.8955277
2014m12,-.9944971
2015m1,-1.575048
2015m2,-2.054046
2015m3,-2.317231
2015m4,-2.409039
2015m5,-2.472648
2015m6,-2.353007
2015m7,-2.132583
2015m8,-1.786291
2015m9,-1.360155
2015m10,-.9294644
2015m11,-.643254
2015m12,-.7859346
2016m1,-1.474367
2016m2,-1.929697
2016m3,-2.021888
2016m4,-1.912868
