region,date,recherche_emploi
Poitou-Charentes,2013m1,.81569541
Poitou-Charentes,2013m2,-.045519933
Poitou-Charentes,2013m3,1.0728661
Poitou-Charentes,2013m4,-.016484089
Poitou-Charentes,2013m5,-.31845745
Poitou-Charentes,2013m6,-.26024953
Poitou-Charentes,2013m7,-.89665651
Poitou-Charentes,2013m8,-1.0540092
Poitou-Charentes,2013m9,.66359395
Poitou-Charentes,2013m10,.24767409
Poitou-Charentes,2013m11,.47777393
Poitou-Charentes,2013m12,-.55065751
Poitou-Charentes,2014m1,.54380512
Poitou-Charentes,2014m2,.51196945
Poitou-Charentes,2014m3,.080583133
Poitou-Charentes,2014m4,-.10533877
Poitou-Charentes,2014m5,.27187076
Poitou-Charentes,2014m6,-.094986185
Poitou-Charentes,2014m7,-.91704351
Poitou-Charentes,2014m8,-.90236533
Poitou-Charentes,2014m9,1.0869998
Poitou-Charentes,2014m10,.54487455
Poitou-Charentes,2014m11,-.038659409
Poitou-Charentes,2014m12,-.87020773
Poitou-Charentes,2015m1,.77025974
Poitou-Charentes,2015m2,1.0393937
Poitou-Charentes,2015m3,1.0142598
Poitou-Charentes,2015m4,.084388815
Poitou-Charentes,2015m5,-.092284016
Poitou-Charentes,2015m6,-.10840084
Poitou-Charentes,2015m7,-.88285303
Poitou-Charentes,2015m8,-.85670102
Poitou-Charentes,2015m9,.70817989
Poitou-Charentes,2015m10,.15744199
Poitou-Charentes,2015m11,.041639142
Poitou-Charentes,2015m12,-.65601349
Poitou-Charentes,2016m1,.71180457
Poitou-Charentes,2016m2,.66891122
Poitou-Charentes,2016m3,.75945979
Poitou-Charentes,2016m4,-.25800741
Poitou-Charentes,2016m5,-.29447177
Poitou-Charentes,2016m6,-.46178773
Poitou-Charentes,2016m7,-1.1321182
Poitou-Charentes,2016m8,-1.2915535
Poitou-Charentes,2016m9,.73081434
Poitou-Charentes,2016m10,.099878043
Poitou-Charentes,2016m11,-.12263283
Poitou-Charentes,2016m12,-1.025135
Poitou-Charentes,2017m1,.14942111
Poitou-Charentes,2017m2,.18830903
Poitou-Charentes,2017m3,.22352466
