date,cat_social_progress
2011m1,-.5255315
2011m2,-.2830617
2011m3,-.1154436
2011m4,-.2857692
2011m5,-.6628398
2011m6,-1.171547
2011m7,-1.365635
2011m8,-1.170306
2011m9,-.6225706
2011m10,-.2809634
2011m11,-.3213936
2011m12,-.445764
2012m1,-.1931766
2012m2,.2449117
2012m3,.5098672
2012m4,.2472228
2012m5,-.2383988
2012m6,-.9724582
2012m7,-1.301229
2012m8,-1.124573
2012m9,-.602271
2012m10,-.2860085
2012m11,-.243897
2012m12,-.4284383
2013m1,-.4435493
2013m2,-.3488133
2013m3,-.3110951
2013m4,-.2910835
2013m5,-.5201643
2013m6,-.9961214
2013m7,-1.224057
2013m8,-.8726057
2013m9,.0184063
2013m10,.4070498
2013m11,.0385862
2013m12,-.5015919
2014m1,-.5493296
2014m2,-.1383699
2014m3,.1705896
2014m4,.2500042
2014m5,.0266822
2014m6,-.4275638
2014m7,-.603114
2014m8,-.2282467
2014m9,.4352247
2014m10,.7770869
2014m11,.9607065
2014m12,1.036716
2015m1,1.052412
2015m2,1.166218
2015m3,1.351972
2015m4,1.266746
2015m5,.8529103
2015m6,.3288048
2015m7,-.0920517
2015m8,.0025262
2015m9,.7038423
2015m10,1.175397
2015m11,1.19568
2015m12,1.001716
2016m1,1.108286
2016m2,1.421641
2016m3,1.480994
2016m4,.9568324
