region,date,mal_etre
Languedoc-Roussillon,2013m1,-.51019341
Languedoc-Roussillon,2013m2,-.49378011
Languedoc-Roussillon,2013m3,-.84843838
Languedoc-Roussillon,2013m4,-1.1375302
Languedoc-Roussillon,2013m5,-.89202863
Languedoc-Roussillon,2013m6,-.79173481
Languedoc-Roussillon,2013m7,-2.0155525
Languedoc-Roussillon,2013m8,-2.153389
Languedoc-Roussillon,2013m9,-.40635788
Languedoc-Roussillon,2013m10,-.8737464
Languedoc-Roussillon,2013m11,-.99929357
Languedoc-Roussillon,2013m12,-1.6645787
Languedoc-Roussillon,2014m1,-.45363301
Languedoc-Roussillon,2014m2,-.027065923
Languedoc-Roussillon,2014m3,-.54787451
Languedoc-Roussillon,2014m4,-1.0284648
Languedoc-Roussillon,2014m5,-.65478033
Languedoc-Roussillon,2014m6,-.79639155
Languedoc-Roussillon,2014m7,-.87400991
Languedoc-Roussillon,2014m8,-.77014923
Languedoc-Roussillon,2014m9,.0589431
Languedoc-Roussillon,2014m10,.18196714
Languedoc-Roussillon,2014m11,.18608831
Languedoc-Roussillon,2014m12,-.9908061
Languedoc-Roussillon,2015m1,.3688049
Languedoc-Roussillon,2015m2,.11896571
Languedoc-Roussillon,2015m3,.69477934
Languedoc-Roussillon,2015m4,.20937808
Languedoc-Roussillon,2015m5,.22490177
Languedoc-Roussillon,2015m6,.19051903
Languedoc-Roussillon,2015m7,-.46129489
Languedoc-Roussillon,2015m8,-.063712612
Languedoc-Roussillon,2015m9,1.0511962
Languedoc-Roussillon,2015m10,.71228558
Languedoc-Roussillon,2015m11,.79942989
Languedoc-Roussillon,2015m12,.22327584
Languedoc-Roussillon,2016m1,1.7916908
Languedoc-Roussillon,2016m2,1.0554584
Languedoc-Roussillon,2016m3,1.137059
Languedoc-Roussillon,2016m4,1.2042544
Languedoc-Roussillon,2016m5,.89381444
Languedoc-Roussillon,2016m6,.20867424
Languedoc-Roussillon,2016m7,-.85556775
Languedoc-Roussillon,2016m8,.20082997
Languedoc-Roussillon,2016m9,1.4332647
Languedoc-Roussillon,2016m10,1.2193061
Languedoc-Roussillon,2016m11,.81423146
Languedoc-Roussillon,2016m12,.74427271
Languedoc-Roussillon,2017m1,1.9193926
Languedoc-Roussillon,2017m2,1.5228915
Languedoc-Roussillon,2017m3,1.5420016
