date,swb_anger
2011m1,-.6195531
2011m2,-.4357263
2011m3,-.1890194
2011m4,.1239002
2011m5,.354187
2011m6,.4403316
2011m7,.4382292
2011m8,.7616757
2011m9,1.03357
2011m10,.9188821
2011m11,.3146096
2011m12,.1868209
2012m1,.1509185
2012m2,.067472
2012m3,-.1155636
2012m4,-.0664006
2012m5,.0884959
2012m6,.2597423
2012m7,.5607578
2012m8,.9652507
2012m9,.9578515
2012m10,.2745536
2012m11,.001381
2012m12,-.1278657
2013m1,-.0473856
2013m2,-.0326548
2013m3,-.2383067
2013m4,-.3961957
2013m5,-.2605546
2013m6,-.2201599
2013m7,.350108
2013m8,.9963713
2013m9,.9744242
2013m10,.6986995
2013m11,.3103846
2013m12,-.1753898
2014m1,-.5450223
2014m2,-.513256
2014m3,-.3202432
2014m4,-.2047254
2014m5,-.0742769
2014m6,-.0327568
2014m7,.3803289
2014m8,1.167208
2014m9,1.359125
2014m10,1.047101
2014m11,.8994384
2014m12,.9360986
2015m1,.865498
2015m2,.6720415
2015m3,.3200409
2015m4,-.1209943
2015m5,-.1348565
2015m6,-.0984961
2015m7,.4346948
2015m8,1.410374
2015m9,2.072668
2015m10,2.118926
2015m11,1.717626
2015m12,1.004554
2016m1,.3480294
2016m2,-.0204092
2016m3,-.3358636
2016m4,-1.425849
