date,cat_family_stress
2008m1,.9402113
2008m2,.3642443
2008m3,.079558
2008m4,.1501612
2008m5,.3855108
2008m6,.6766642
2008m7,.9706903
2008m8,.9403793
2008m9,.670779
2008m10,.0324942
2008m11,-.522063
2008m12,-.3461795
2009m1,.2004237
2009m2,.3902515
2009m3,.3106718
2009m4,.2786719
2009m5,.5617505
2009m6,1.079101
2009m7,1.407828
2009m8,1.647007
2009m9,1.379167
2009m10,.8919825
2009m11,.4593735
2009m12,.5646545
2010m1,.9228057
2010m2,1.143738
2010m3,1.359612
2010m4,1.50437
2010m5,1.546156
2010m6,1.605534
2010m7,1.361761
2010m8,1.033967
2010m9,.5425133
2010m10,-.1607822
2010m11,-.7157276
2010m12,-.8287202
2011m1,-.412965
2011m2,-.2692224
2011m3,-.2045962
2011m4,-.1797622
2011m5,.1290667
2011m6,.702066
2011m7,.8664132
2011m8,.7981045
2011m9,.3015098
2011m10,-.4019366
2011m11,-1.047868
2011m12,-1.299963
2012m1,-1.05678
2012m2,-.9863763
2012m3,-.8797083
2012m4,-.6449091
2012m5,-.3677996
2012m6,-.0263521
2012m7,.2085407
2012m8,.1406367
2012m9,-.1586425
2012m10,-.7350332
2012m11,-1.366265
2012m12,-1.637379
2013m1,-1.336757
2013m2,-.971998
2013m3,-.5345026
2013m4,-.1216697
2013m5,.189385
2013m6,.5308505
2013m7,.7372954
2013m8,.5596796
2013m9,-.0214737
2013m10,-.7559813
2013m11,-1.204246
2013m12,-1.265176
2014m1,-.7024066
2014m2,-.4302349
2014m3,-.3809302
2014m4,-.1713535
2014m5,.0713355
2014m6,.3907345
2014m7,.5253608
2014m8,.5014542
2014m9,.2196517
2014m10,-.4964137
2014m11,-1.096509
2014m12,-1.220434
2015m1,-.9233161
2015m2,-.70684
2015m3,-.5273568
2015m4,-.4169263
2015m5,-.1925322
2015m6,.3484812
2015m7,.625492
2015m8,.5187576
2015m9,.020604
2015m10,-.6776026
2015m11,-1.137617
2015m12,-1.172873
2016m1,-.9083152
2016m2,-.9270087
2016m3,-.8397874
2016m4,-.3981594
