date,swb_respect
2011m1,1.11872
2011m2,.9010184
2011m3,.4299361
2011m4,.0462637
2011m5,-.2533194
2011m6,-.5926434
2011m7,-1.166827
2011m8,-1.551744
2011m9,-1.222046
2011m10,-.3126547
2011m11,.5218004
2011m12,.6541137
2012m1,.3567814
2012m2,-.0770238
2012m3,-.515476
2012m4,-1.004281
2012m5,-1.485416
2012m6,-1.897213
2012m7,-2.032005
2012m8,-1.760952
2012m9,-1.276667
2012m10,-.1576325
2012m11,.8765439
2012m12,1.070604
2013m1,.643172
2013m2,-.0836826
2013m3,-.5569291
2013m4,-.9718526
2013m5,-1.416606
2013m6,-1.571073
2013m7,-1.229753
2013m8,-.8416576
2013m9,-.3548159
2013m10,.1563873
2013m11,.4788808
2013m12,.3613503
2014m1,.0839912
2014m2,-.2602863
2014m3,-.5256428
2014m4,-.4749233
2014m5,-.5537537
2014m6,-.7897992
2014m7,-.8563911
2014m8,-.9821954
2014m9,-.9399533
2014m10,-.3754038
2014m11,.0799094
2014m12,.2425057
2015m1,.1009544
2015m2,-.1122094
2015m3,-.3883179
2015m4,-.5952749
2015m5,-.6257555
2015m6,-.3314085
2015m7,-.2913295
2015m8,-.6200409
2015m9,-.908517
2015m10,-.461303
2015m11,.2295485
2015m12,.7198215
2016m1,.6716374
2016m2,.1873366
2016m3,-.6763456
2016m4,-1.720956
