date,cat_job_growth
2011m1,-.7611101
2011m2,-.4177132
2011m3,-.1505668
2011m4,.2433019
2011m5,.0962476
2011m6,-.2006713
2011m7,-.5452734
2011m8,-.5258958
2011m9,-.1366381
2011m10,-.1042942
2011m11,-.2639865
2011m12,-.6193391
2012m1,-.7708377
2012m2,-.4095703
2012m3,.0789029
2012m4,.0833289
2012m5,-.4577168
2012m6,-1.107042
2012m7,-1.190445
2012m8,-.7678567
2012m9,-.2524422
2012m10,-.0515409
2012m11,-.1806457
2012m12,-.4807805
2013m1,-.3117762
2013m2,.133813
2013m3,.0842672
2013m4,-.1205605
2013m5,-.6468629
2013m6,-1.120403
2013m7,-1.08104
2013m8,-.8459029
2013m9,-.2048109
2013m10,-.1699914
2013m11,-.5033082
2013m12,-.8067711
2014m1,-.5192026
2014m2,.2027153
2014m3,.5861768
2014m4,.4722795
2014m5,.0233426
2014m6,-.3555826
2014m7,-.3761669
2014m8,-.2026653
2014m9,.2742105
2014m10,.4445718
2014m11,.5201641
2014m12,.3745221
2015m1,.3227698
2015m2,.7784932
2015m3,1.135101
2015m4,1.076982
2015m5,.6070246
2015m6,-.0071472
2015m7,-.230018
2015m8,.0296352
2015m9,.7643192
2015m10,1.051052
2015m11,1.12042
2015m12,.9742221
2016m1,.9646844
2016m2,1.185289
2016m3,1.439914
2016m4,1.828825
