date,cat_healthy_habits
2011m1,.7721316
2011m2,.0882544
2011m3,-.0887666
2011m4,.1744037
2011m5,.6784523
2011m6,1.04392
2011m7,.7614192
2011m8,.3236653
2011m9,-.1065011
2011m10,-.6361433
2011m11,-.8390657
2011m12,-.8584993
2012m1,-.4686365
2012m2,-.088994
2012m3,.4619751
2012m4,.7440059
2012m5,.7998914
2012m6,.7807101
2012m7,.5146219
2012m8,-.1205478
2012m9,-.7032131
2012m10,-1.000025
2012m11,-1.045455
2012m12,-.8339521
2013m1,-.2331492
2013m2,.1860698
2013m3,.4713645
2013m4,.6957034
2013m5,.7516
2013m6,.6614521
2013m7,.3403698
2013m8,-.3294945
2013m9,-.7563947
2013m10,-1.089396
2013m11,-1.146207
2013m12,-.6926467
2014m1,.1472691
2014m2,.4965483
2014m3,.5457662
2014m4,.2985829
2014m5,.2428292
2014m6,.6123709
2014m7,.6492663
2014m8,-.0923759
2014m9,-.8756219
2014m10,-1.407374
2014m11,-1.400541
2014m12,-1.047058
2015m1,-.1060125
2015m2,.3815082
2015m3,.5624683
2015m4,.4319881
2015m5,.2429345
2015m6,.3866264
2015m7,.2157336
2015m8,-.1209398
2015m9,-.4862045
2015m10,-.789501
2015m11,-.9319316
2015m12,-.6690001
2016m1,.2055582
2016m2,.746066
2016m3,1.042103
2016m4,1.506018
