date,cat_education
2008m1,-.0831074
2008m2,.040797
2008m3,.0457817
2008m4,-.1781207
2008m5,-.6164068
2008m6,-.9949667
2008m7,-1.094948
2008m8,-.7150822
2008m9,-.0697559
2008m10,.172936
2008m11,.072266
2008m12,-.0702285
2009m1,-.019725
2009m2,.0367309
2009m3,-.0595378
2009m4,-.2996498
2009m5,-.7033851
2009m6,-.9787126
2009m7,-.9066721
2009m8,-.2433646
2009m9,1.082088
2009m10,2.261268
2009m11,2.54178
2009m12,2.203516
2010m1,2.004936
2010m2,2.075954
2010m3,2.205357
2010m4,2.09221
2010m5,1.609068
2010m6,.9174464
2010m7,.4529683
2010m8,.626492
2010m9,1.215699
2010m10,1.443655
2010m11,1.219914
2010m12,.7051701
2011m1,.3617813
2011m2,.3188828
2011m3,.2161252
2011m4,-.0119452
2011m5,-.326271
2011m6,-.6396403
2011m7,-.8150296
2011m8,-.5333776
2011m9,.1914504
2011m10,.4964779
2011m11,.3787051
2011m12,.0474063
2012m1,-.0588094
2012m2,.0486966
2012m3,.1637866
2012m4,.08006
2012m5,-.253716
2012m6,-.7086666
2012m7,-.9069439
2012m8,-.5976728
2012m9,-.0569769
2012m10,.040408
2012m11,-.1537645
2012m12,-.3812941
2013m1,-.3099023
2013m2,-.1841949
2013m3,-.1199931
2013m4,-.2639338
2013m5,-.6964166
2013m6,-1.091551
2013m7,-1.135239
2013m8,-.7055876
2013m9,-.0447625
2013m10,.2262871
2013m11,.0117764
2013m12,-.3633072
2014m1,-.5378456
2014m2,-.4868005
2014m3,-.4118595
2014m4,-.5088624
2014m5,-.7950956
2014m6,-1.060837
2014m7,-1.130399
2014m8,-.7289613
2014m9,-.0317057
2014m10,.1652137
2014m11,-.0237664
2014m12,-.2426482
2015m1,-.2478681
2015m2,-.1360687
2015m3,-.0616667
2015m4,-.2031141
2015m5,-.6571808
2015m6,-1.05852
2015m7,-1.153222
2015m8,-.7565575
2015m9,-.057566
2015m10,.2587745
2015m11,.09391
2015m12,-.1758603
2016m1,-.2362733
2016m2,-.1356704
2016m3,-.0123801
2016m4,.1176122
