date,cat_financial_security
2011m1,1.290341
2011m2,.4121253
2011m3,-.1258629
2011m4,-.3489483
2011m5,-.1650534
2011m6,.3038163
2011m7,.6947566
2011m8,.8039161
2011m9,.1884286
2011m10,-.5545049
2011m11,-1.129913
2011m12,-1.244922
2012m1,-.7344431
2012m2,-.4336611
2012m3,-.3081147
2012m4,-.4628443
2012m5,-.7063409
2012m6,-.8137673
2012m7,-.9153163
2012m8,-.8576042
2012m9,-1.024059
2012m10,-.972295
2012m11,-.7766447
2012m12,-.3411452
2013m1,.33976
2013m2,.5861657
2013m3,.6643872
2013m4,.692804
2013m5,.4458971
2013m6,.0743451
2013m7,-.3475944
2013m8,-.7783894
2013m9,-1.042094
2013m10,-.9779373
2013m11,-.8722221
2013m12,-.5458059
2014m1,-.0005607
2014m2,.2341238
2014m3,.2983468
2014m4,.2788852
2014m5,.3180543
2014m6,.4662055
2014m7,.3786491
2014m8,-.0272725
2014m9,-.2636579
2014m10,-.3835588
2014m11,-.3983966
2014m12,.0124131
2015m1,1.050367
2015m2,1.596633
2015m3,1.630504
2015m4,1.116291
2015m5,.2428902
2015m6,.037526
2015m7,.0813239
2015m8,-.0139554
2015m9,-.2165585
2015m10,-.4747955
2015m11,-.604701
2015m12,.0275281
2016m1,.925734
2016m2,1.256741
2016m3,1.264071
2016m4,1.14991
