region,date,terrorisme
Centre,2013m1,-.50568706
Centre,2013m2,-.3802284
Centre,2013m3,-.560148
Centre,2013m4,-.63012266
Centre,2013m5,-.34441781
Centre,2013m6,-.59952128
Centre,2013m7,-.40198439
Centre,2013m8,-.28892556
Centre,2013m9,-.46234792
Centre,2013m10,-.49101353
Centre,2013m11,-.62220258
Centre,2013m12,-.51801813
Centre,2014m1,-.49370289
Centre,2014m2,-.55473459
Centre,2014m3,-.50325322
Centre,2014m4,-.54647171
Centre,2014m5,-.5727095
Centre,2014m6,-.29103649
Centre,2014m7,-.11724799
Centre,2014m8,-.14236453
Centre,2014m9,-.097221494
Centre,2014m10,-.35034877
Centre,2014m11,-.31649247
Centre,2014m12,.39716509
Centre,2015m1,1.7399702
Centre,2015m2,-.14299773
Centre,2015m3,-.19610476
Centre,2015m4,-.11286323
Centre,2015m5,-.31173971
Centre,2015m6,-.1210537
Centre,2015m7,-.24388149
Centre,2015m8,.052844707
Centre,2015m9,-.33457333
Centre,2015m10,-.10991476
Centre,2015m11,4.633503
Centre,2015m12,.48999238
Centre,2016m1,.20857598
Centre,2016m2,.014364844
Centre,2016m3,.80879897
Centre,2016m4,.045996815
Centre,2016m5,-.20890139
Centre,2016m6,.2526665
Centre,2016m7,2.0160389
Centre,2016m8,.25023466
Centre,2016m9,-.051744979
Centre,2016m10,-.071617641
Centre,2016m11,-.064005814
Centre,2016m12,-.12682259
Centre,2017m1,-.096702084
Centre,2017m2,.067539856
Centre,2017m3,.44166419
