date,cat_layoffs
2011m1,1.888071
2011m2,.9608075
2011m3,.3564697
2011m4,-.0942014
2011m5,-.3793212
2011m6,-.4334464
2011m7,-.158221
2011m8,.3141449
2011m9,.5931904
2011m10,.6191945
2011m11,.4929197
2011m12,.4930663
2012m1,.6939182
2012m2,.5202135
2012m3,-.1863718
2012m4,-.6219614
2012m5,-.8291281
2012m6,-.8458192
2012m7,-.4058959
2012m8,.2511542
2012m9,.9975795
2012m10,1.545144
2012m11,1.415902
2012m12,.7276521
2013m1,.2504256
2013m2,-.0822576
2013m3,-.3199195
2013m4,-.3217768
2013m5,-.4393143
2013m6,-.6188152
2013m7,-.635659
2013m8,-.6616029
2013m9,-.4876357
2013m10,-.5157396
2013m11,-.4643876
2013m12,.1168663
2014m1,1.098081
2014m2,1.212772
2014m3,.741822
2014m4,.2549408
2014m5,-.3378132
2014m6,-.8791773
2014m7,-1.192582
2014m8,-1.267406
2014m9,-1.090992
2014m10,-.8796442
2014m11,-.8530806
2014m12,-.6431471
2015m1,-.2144794
2015m2,-.1958378
2015m3,-.3396561
2015m4,-.5761261
2015m5,-.7894827
2015m6,-.724586
2015m7,-.405303
2015m8,-.0130862
2015m9,.3032016
2015m10,.1211657
2015m11,-.2605877
2015m12,-.2195511
2016m1,.5147709
2016m2,.8107419
2016m3,.8867461
2016m4,1.203051
