date,swb_respect
2011m1,-.6779438
2011m2,-.7410369
2011m3,-.7283961
2011m4,-.4504797
2011m5,-.365286
2011m6,.091248
2011m7,.3631487
2011m8,-.0124957
2011m9,.0529802
2011m10,.0144855
2011m11,-.1111006
2011m12,-.2895331
2012m1,-.6867367
2012m2,-.7566277
2012m3,-.8793028
2012m4,-1.13015
2012m5,-1.135282
2012m6,-1.205257
2012m7,-1.302243
2012m8,-1.075875
2012m9,-.5577973
2012m10,.0673297
2012m11,.5825507
2012m12,.4660762
2013m1,-.0165807
2013m2,-.3481964
2013m3,-.6107289
2013m4,-.6043633
2013m5,-.7840992
2013m6,-.7607042
2013m7,-.6811305
2013m8,-.4397189
2013m9,.0174953
2013m10,.7214496
2013m11,1.070582
2013m12,1.131708
2014m1,.7932199
2014m2,.2811403
2014m3,-.1875807
2014m4,-.3661293
2014m5,-.1937034
2014m6,.0571618
2014m7,.2394696
2014m8,.0812515
2014m9,.1096473
2014m10,.2050704
2014m11,.4922089
2014m12,.4969259
2015m1,.3509564
2015m2,.1688489
2015m3,-.0658847
2015m4,-.3100146
2015m5,-.4127309
2015m6,.0491174
2015m7,.2959718
2015m8,.0428765
2015m9,.2228174
2015m10,.584437
2015m11,.9338712
2015m12,1.145629
2016m1,1.145716
2016m2,1.070261
2016m3,1.396029
2016m4,2.29827
