date,cat_family_stress
2008m1,.3652028
2008m2,.1174889
2008m3,-.0352706
2008m4,-.1255952
2008m5,-.1795137
2008m6,-.2209088
2008m7,-.2659593
2008m8,-.3787065
2008m9,-.5645251
2008m10,-.7838348
2008m11,-.9616746
2008m12,-1.002458
2009m1,-.922577
2009m2,-.8684649
2009m3,-.8549186
2009m4,-.9053592
2009m5,-.9696969
2009m6,-.9580595
2009m7,-.9201017
2009m8,-.9634947
2009m9,-1.113366
2009m10,-1.298079
2009m11,-1.468109
2009m12,-1.488744
2010m1,-1.398389
2010m2,-1.385769
2010m3,-1.395032
2010m4,-1.389954
2010m5,-1.365745
2010m6,-1.33811
2010m7,-1.368351
2010m8,-1.438807
2010m9,-1.580075
2010m10,-1.697927
2010m11,-1.579094
2010m12,-.988692
2011m1,.0854771
2011m2,.7458422
2011m3,1.085601
2011m4,1.228594
2011m5,1.37821
2011m6,1.521643
2011m7,1.523372
2011m8,1.321186
2011m9,1.069881
2011m10,.8507524
2011m11,.6163007
2011m12,.5223659
2012m1,.6420982
2012m2,.6581063
2012m3,.723087
2012m4,.8937789
2012m5,1.143993
2012m6,1.386017
2012m7,1.566289
2012m8,1.504981
2012m9,1.195286
2012m10,.7668737
2012m11,.4332915
2012m12,.3715186
2013m1,.5642718
2013m2,.6954575
2013m3,.8488432
2013m4,1.00574
2013m5,1.077624
2013m6,1.112455
2013m7,1.121926
2013m8,1.031861
2013m9,.8312415
2013m10,.5803559
2013m11,.4104702
2013m12,.3667524
2014m1,.5544499
2014m2,.6485348
2014m3,.5827811
2014m4,.4798901
2014m5,.3970646
2014m6,.2927051
2014m7,.0564481
2014m8,-.2545065
2014m9,-.5121869
2014m10,-.7482288
2014m11,-.9532816
2014m12,-1.069893
2015m1,-1.081938
2015m2,-1.115145
2015m3,-1.070539
2015m4,-.9107468
2015m5,-.6284001
2015m6,-.0694384
2015m7,.6264929
2015m8,.9271719
2015m9,.834096
2015m10,.5918511
2015m11,.3727868
2015m12,.2756129
2016m1,.3648455
2016m2,.4995564
2016m3,.714958
2016m4,1.006187
