region,date,juifs
Auvergne,2013m1,-.44732603
Auvergne,2013m2,.093807802
Auvergne,2013m3,-.5555374
Auvergne,2013m4,-.29255688
Auvergne,2013m5,.24113341
Auvergne,2013m6,-.0058500888
Auvergne,2013m7,-.2204887
Auvergne,2013m8,.24675111
Auvergne,2013m9,-.43311536
Auvergne,2013m10,-.0500395
Auvergne,2013m11,-.11619337
Auvergne,2013m12,.97684962
Auvergne,2014m1,3.7264018
Auvergne,2014m2,.59688741
Auvergne,2014m3,-.44801363
Auvergne,2014m4,-.3435517
Auvergne,2014m5,-1.1182379
Auvergne,2014m6,-1.2371142
Auvergne,2014m7,1.2072264
Auvergne,2014m8,.44501427
Auvergne,2014m9,.23440513
Auvergne,2014m10,.1088606
Auvergne,2014m11,-.075122349
Auvergne,2014m12,-.089046977
Auvergne,2015m1,3.2105439
Auvergne,2015m2,1.3330038
Auvergne,2015m3,.29025221
Auvergne,2015m4,-.15529598
Auvergne,2015m5,-.46409971
Auvergne,2015m6,-.60064423
Auvergne,2015m7,-.69999284
Auvergne,2015m8,-.14341275
Auvergne,2015m9,.21775457
Auvergne,2015m10,-.25556865
Auvergne,2015m11,-.72023743
Auvergne,2015m12,.3906728
Auvergne,2016m1,-.0041095451
Auvergne,2016m2,-.39474535
Auvergne,2016m3,-.45300093
Auvergne,2016m4,-.2800009
Auvergne,2016m5,.36065087
Auvergne,2016m6,-.050729156
Auvergne,2016m7,-.50186723
Auvergne,2016m8,-.92332613
Auvergne,2016m9,-.67028803
Auvergne,2016m10,.696356
Auvergne,2016m11,-.23050337
Auvergne,2016m12,-.4425171
Auvergne,2017m1,-.59019685
Auvergne,2017m2,-.41552198
Auvergne,2017m3,-.91552508
