date,swb_enjoyment
2008m1,-.6571475
2008m2,-.4801885
2008m3,-.4545301
2008m4,-.45373
2008m5,-.2100317
2008m6,-.1400967
2008m7,-.0976783
2008m8,-.4558279
2008m9,-.5936523
2008m10,-.4297049
2008m11,-.6492073
2008m12,-1.165319
2009m1,-1.681724
2009m2,-1.708429
2009m3,-1.033372
2009m4,.0349281
2009m5,.9265284
2009m6,1.397649
2009m7,1.081299
2009m8,.2388341
2009m9,-.7691508
2009m10,-1.462789
2009m11,-1.73093
2009m12,-1.882004
2010m1,-1.869348
2010m2,-1.350423
2010m3,-.6935242
2010m4,-.3423502
2010m5,-.0428015
2010m6,.274227
2010m7,.0904027
2010m8,-.7216141
2010m9,-1.056567
2010m10,-.8519567
2010m11,-.820783
2010m12,-1.188801
2011m1,-1.119498
2011m2,-.5934466
2011m3,-.0912684
2011m4,-.1424932
2011m5,-.1184529
2011m6,.2992766
2011m7,.1871658
2011m8,-.1881211
2011m9,-.5431293
2011m10,-.5511865
2011m11,-.2899254
2011m12,-.0964952
2012m1,.0483626
2012m2,.0284958
2012m3,-.214942
2012m4,-.3405312
2012m5,-.3795625
2012m6,-.023838
2012m7,.197163
2012m8,-.1676634
2012m9,-.7419727
2012m10,-.8997348
2012m11,-.698184
2012m12,-.3441742
2013m1,-.2078924
2013m2,-.173215
2013m3,.0565531
2013m4,.1889831
2013m5,.379851
2013m6,.6601887
2013m7,.6915556
2013m8,.0351111
2013m9,-.4467571
2013m10,-.2473624
2013m11,.0534632
2013m12,-.1538024
2014m1,-.362599
2014m2,-.385096
2014m3,.0142506
2014m4,.3807164
2014m5,.5502036
2014m6,.695151
2014m7,.5952144
2014m8,.1395185
2014m9,-.1831532
2014m10,-.1016465
2014m11,.1298195
2014m12,.3510236
2015m1,.3564585
2015m2,.5944833
2015m3,.8161762
2015m4,1.045377
2015m5,.8745484
2015m6,.5325667
2015m7,.2502814
2015m8,-.0045426
2015m9,-.0588573
2015m10,-.1450768
2015m11,-.2809092
2015m12,-.2888367
2016m1,-.0700369
2016m2,.6264357
2016m3,1.192327
2016m4,2.029424
