date,cat_family_stress
2008m1,-1.561931
2008m2,-1.80276
2008m3,-1.622619
2008m4,-1.3642
2008m5,-1.166374
2008m6,-1.133809
2008m7,-1.056103
2008m8,-1.137752
2008m9,-1.2102
2008m10,-1.319871
2008m11,-1.553558
2008m12,-1.692563
2009m1,-1.674489
2009m2,-1.54023
2009m3,-1.404437
2009m4,-1.121431
2009m5,-.676897
2009m6,-.084296
2009m7,.1894336
2009m8,.1462277
2009m9,.0835734
2009m10,.5289052
2009m11,.9115874
2009m12,1.002314
2010m1,1.057819
2010m2,.8780413
2010m3,.7094284
2010m4,.531275
2010m5,.4181249
2010m6,.870981
2010m7,1.384758
2010m8,1.383474
2010m9,.8517722
2010m10,.3752443
2010m11,-.0335447
2010m12,-.2962321
2011m1,-.1368992
2011m2,-.084652
2011m3,-.0655143
2011m4,.2668491
2011m5,.7512634
2011m6,1.058006
2011m7,1.148601
2011m8,1.083029
2011m9,.9049883
2011m10,.6674863
2011m11,.2408624
2011m12,-.0443547
2012m1,.2140428
2012m2,.4665849
2012m3,.6135423
2012m4,.8097089
2012m5,1.080752
2012m6,1.375462
2012m7,1.586632
2012m8,1.26057
2012m9,.3475812
2012m10,-.4506339
2012m11,-.879485
2012m12,-.7900996
2013m1,-.2801669
2013m2,.076596
2013m3,.5398635
2013m4,.7851428
2013m5,.575497
2013m6,.3202095
2013m7,.2192146
2013m8,-.0183246
2013m9,-.3745842
2013m10,-.6430425
2013m11,-.9322205
2013m12,-.9622415
2014m1,-.7474003
2014m2,-.5575922
2014m3,-.4643425
2014m4,-.2889969
2014m5,-.0637655
2014m6,.3792313
2014m7,.6620304
2014m8,.5272301
2014m9,.2043494
2014m10,-.3513745
2014m11,-.8102379
2014m12,-.7329251
2015m1,-.1994832
2015m2,.2642022
2015m3,.3908699
2015m4,.3238095
2015m5,.2551618
2015m6,.6046394
2015m7,.997389
2015m8,.8218065
2015m9,.1799805
2015m10,-.2697902
2015m11,-.3933468
2015m12,-.2539029
2016m1,.0402975
2016m2,.1965718
2016m3,.2374092
2016m4,.4482527
