date,swb_laugh
2008m1,.2167704
2008m2,.3402517
2008m3,.5302027
2008m4,.7465654
2008m5,1.133493
2008m6,1.144214
2008m7,1.004028
2008m8,.8371069
2008m9,.7226235
2008m10,.681278
2008m11,.4114339
2008m12,-.0962989
2009m1,-.6184441
2009m2,-.9658107
2009m3,-.8055766
2009m4,-.3863207
2009m5,.2083358
2009m6,.6527179
2009m7,.7350289
2009m8,.2735301
2009m9,.2112747
2009m10,.5501157
2009m11,.7891393
2009m12,.6880959
2010m1,.6290712
2010m2,.7046087
2010m3,1.059556
2010m4,1.587276
2010m5,1.848554
2010m6,1.362752
2010m7,.4891008
2010m8,.2740374
2010m9,.8314747
2010m10,1.443826
2010m11,1.466427
2010m12,.8475781
2011m1,.1925889
2011m2,-.1359918
2011m3,.1307081
2011m4,.6520692
2011m5,1.074987
2011m6,.9822233
2011m7,.6847793
2011m8,.4495854
2011m9,.6152825
2011m10,1.103325
2011m11,1.432463
2011m12,1.394406
2012m1,1.38891
2012m2,1.618016
2012m3,1.892047
2012m4,2.093561
2012m5,2.158464
2012m6,2.101843
2012m7,1.81421
2012m8,1.535676
2012m9,1.451096
2012m10,1.174541
2012m11,.6663082
2012m12,-.0551771
2013m1,-.2133127
2013m2,.4147106
2013m3,1.263325
2013m4,1.890599
2013m5,2.149182
2013m6,1.963683
2013m7,.9874243
2013m8,-.173143
2013m9,-.5908783
2013m10,-.2734529
2013m11,.1946381
2013m12,.1476265
2014m1,-.0517221
2014m2,.2559941
2014m3,.6786865
2014m4,.519953
2014m5,-.0700634
2014m6,-.3892372
2014m7,-.3053139
2014m8,-.176214
2014m9,.1375903
2014m10,.6586367
2014m11,1.117329
2014m12,1.312415
2015m1,1.396877
2015m2,1.458019
2015m3,1.738136
2015m4,2.1532
2015m5,2.30969
2015m6,2.037675
2015m7,1.57169
2015m8,1.065855
2015m9,.9463521
2015m10,.8752342
2015m11,.8564849
2015m12,1.22062
2016m1,1.477939
2016m2,1.467396
2016m3,1.287863
2016m4,.9561623
