date,cat_financial_security
2011m1,.4997572
2011m2,-.16389
2011m3,-.4086895
2011m4,-.3785728
2011m5,-.3688768
2011m6,-.1568726
2011m7,-.0178701
2011m8,-.1876319
2011m9,-.7294965
2011m10,-1.248694
2011m11,-1.454887
2011m12,-1.12216
2012m1,-.45915
2012m2,-.3037545
2012m3,-.5242757
2012m4,-.7508663
2012m5,-.8052684
2012m6,-.6657271
2012m7,-.6557671
2012m8,-.8111392
2012m9,-1.173245
2012m10,-1.410658
2012m11,-1.24628
2012m12,-.7420171
2013m1,-.0286804
2013m2,-.0022827
2013m3,-.0585688
2013m4,-.0941932
2013m5,-.2423285
2013m6,-.3055374
2013m7,-.142778
2013m8,-.1641341
2013m9,-.3434836
2013m10,-.4501669
2013m11,-.5168353
2013m12,-.2045387
2014m1,.4754303
2014m2,.7056652
2014m3,.6566486
2014m4,.6075948
2014m5,.5866294
2014m6,.7267861
2014m7,.8201491
2014m8,.606699
2014m9,.3086925
2014m10,.0834863
2014m11,.021521
2014m12,.4311664
2015m1,1.179461
2015m2,1.472841
2015m3,1.524396
2015m4,1.471049
2015m5,1.301078
2015m6,1.115023
2015m7,.7518154
2015m8,.2195321
2015m9,-.3677451
2015m10,-.6423041
2015m11,-.6397678
2015m12,-.2354043
2016m1,.4286152
2016m2,.7939003
2016m3,1.229928
2016m4,2.206674
