date,cat_financial_security
2008m1,.1796808
2008m2,-.3937092
2008m3,-.5171989
2008m4,-.3901927
2008m5,-.250413
2008m6,-.1060335
2008m7,-.2370792
2008m8,-.3980039
2008m9,-.3319873
2008m10,-.3871796
2008m11,-.7975552
2008m12,-.7550434
2009m1,-.4902759
2009m2,-.2950104
2009m3,-.149407
2009m4,-.2424221
2009m5,-.3144732
2009m6,-.2187613
2009m7,-.1248774
2009m8,-.151957
2009m9,-.4697282
2009m10,-.4442198
2009m11,-.3439551
2009m12,-.0663933
2010m1,.5641835
2010m2,.7689229
2010m3,1.044974
2010m4,1.13948
2010m5,1.118962
2010m6,1.263603
2010m7,1.466166
2010m8,1.285914
2010m9,.851506
2010m10,.4538692
2010m11,.2299915
2010m12,.1726009
2011m1,.324707
2011m2,.1814746
2011m3,.0456104
2011m4,.0393961
2011m5,.1630789
2011m6,.5725204
2011m7,.8997587
2011m8,.7314362
2011m9,.0544584
2011m10,-.7677748
2011m11,-1.523027
2011m12,-1.678216
2012m1,-1.053053
2012m2,-.5546725
2012m3,-.3327119
2012m4,-.409394
2012m5,-.396632
2012m6,-.1590328
2012m7,-.0029303
2012m8,-.1798059
2012m9,-.6641632
2012m10,-1.058605
2012m11,-1.144296
2012m12,-.4974945
2013m1,.4740317
2013m2,.8214831
2013m3,.6399691
2013m4,.4659502
2013m5,.2802369
2013m6,.1421867
2013m7,.0585303
2013m8,-.4228664
2013m9,-.9218864
2013m10,-1.070215
2013m11,-1.159147
2013m12,-1.037545
2014m1,-.526796
2014m2,-.299072
2014m3,-.2781639
2014m4,-.2357633
2014m5,-.0459013
2014m6,.3585981
2014m7,.4799319
2014m8,-.0385284
2014m9,-.6149991
2014m10,-.9565156
2014m11,-1.136465
2014m12,-.8570595
2015m1,-.3814912
2015m2,-.2920775
2015m3,-.3111955
2015m4,-.2309143
2015m5,.0081366
2015m6,.6202178
2015m7,1.258594
2015m8,1.159331
2015m9,.7556697
2015m10,.4075336
2015m11,.2145993
2015m12,.3874319
2016m1,.9315046
2016m2,1.331345
2016m3,1.901998
2016m4,2.864714
