date,swb_stress
2011m1,-.1165997
2011m2,.0457601
2011m3,-.1619214
2011m4,-.8630518
2011m5,-1.643533
2011m6,-1.66934
2011m7,-.8723462
2011m8,.3594381
2011m9,.8897859
2011m10,.8633351
2011m11,.4655805
2011m12,.1055712
2012m1,.3687498
2012m2,.471541
2012m3,.336957
2012m4,.1515089
2012m5,.0161023
2012m6,-.039994
2012m7,.2025425
2012m8,.4879262
2012m9,.6803723
2012m10,.6402276
2012m11,.131834
2012m12,-.1532584
2013m1,-.1944877
2013m2,-.304377
2013m3,-.6830916
2013m4,-.9920567
2013m5,-1.126963
2013m6,-1.164455
2013m7,-.9793372
2013m8,-.6147348
2013m9,-.6484465
2013m10,-.8881408
2013m11,-1.198186
2013m12,-1.289085
2014m1,-1.1276
2014m2,-.9989225
2014m3,-.9259822
2014m4,-.9397736
2014m5,-1.190695
2014m6,-1.062642
2014m7,-.8044859
2014m8,-.3515077
2014m9,-.3310555
2014m10,-.5318221
2014m11,-.9010304
2014m12,-.9185028
2015m1,-.3653173
2015m2,-.0430061
2015m3,-.2404133
2015m4,-.7256522
2015m5,-1.245169
2015m6,-1.379476
2015m7,-.9872974
2015m8,-.2831592
2015m9,.3520039
2015m10,.23988
2015m11,-.2193662
2015m12,-.4961492
2016m1,-.2586234
2016m2,.3680507
2016m3,.9925574
2016m4,1.734643
