date,cat_health_conditions
2011m1,.1171851
2011m2,.5152868
2011m3,.6647903
2011m4,.421207
2011m5,-.0868457
2011m6,-.5576893
2011m7,-.8339761
2011m8,-.6320892
2011m9,-.0694741
2011m10,.3296672
2011m11,.3472567
2011m12,-.1510454
2012m1,-.1266998
2012m2,.3801394
2012m3,.7053315
2012m4,.3945388
2012m5,-.2312445
2012m6,-.8256372
2012m7,-1.202901
2012m8,-1.14706
2012m9,-.6244532
2012m10,-.3009879
2012m11,-.3300995
2012m12,-.3658531
2013m1,.0601264
2013m2,.4874605
2013m3,.5476
2013m4,.269286
2013m5,-.5539033
2013m6,-1.169855
2013m7,-1.444747
2013m8,-1.411558
2013m9,-.9082306
2013m10,-.2095515
2013m11,.0585731
2013m12,-.1272592
2014m1,.0319351
2014m2,.4815732
2014m3,.7209385
2014m4,.6574178
2014m5,.0974429
2014m6,-.5414608
2014m7,-.9547185
2014m8,-.9277868
2014m9,-.3920879
2014m10,.0228315
2014m11,.0353451
2014m12,-.0115784
2015m1,.3087286
2015m2,.770006
2015m3,1.096335
2015m4,.8936902
2015m5,.1312577
2015m6,-.5393083
2015m7,-1.009171
2015m8,-.7831231
2015m9,.1065722
2015m10,.8024647
2015m11,.9901632
2015m12,.9680797
2016m1,1.135397
2016m2,1.209529
2016m3,1.283712
2016m4,1.428528
