date,swb_learn
2011m1,-.867441
2011m2,-.8036875
2011m3,-.5732541
2011m4,-.1711789
2011m5,.2899386
2011m6,.4464257
2011m7,.5693437
2011m8,.5259645
2011m9,.4547753
2011m10,.2858848
2011m11,.0652477
2011m12,-.0111353
2012m1,.1519121
2012m2,.2663125
2012m3,.3283444
2012m4,.3766355
2012m5,.3603847
2012m6,.2788971
2012m7,.2777379
2012m8,.35945
2012m9,.4734048
2012m10,.157647
2012m11,-.6674132
2012m12,-1.535842
2013m1,-1.501213
2013m2,-.8431148
2013m3,-.0766425
2013m4,.4882469
2013m5,.6393196
2013m6,.3480594
2013m7,-.2558399
2013m8,-.6562454
2013m9,-.8439257
2013m10,-1.009277
2013m11,-1.184387
2013m12,-1.090752
2014m1,-.7975669
2014m2,-.6865396
2014m3,-.772318
2014m4,-.8750609
2014m5,-1.220673
2014m6,-1.447986
2014m7,-1.637843
2014m8,-1.816606
2014m9,-1.699048
2014m10,-1.502162
2014m11,-1.697515
2014m12,-1.887365
2015m1,-1.967682
2015m2,-1.778247
2015m3,-1.242032
2015m4,-.7355611
2015m5,-.6882756
2015m6,-1.009414
2015m7,-1.445345
2015m8,-1.491579
2015m9,-1.297943
2015m10,-1.397519
2015m11,-1.901385
2015m12,-2.262711
2016m1,-2.079997
2016m2,-1.50413
2016m3,-.7479658
2016m4,.0072355
