date,cat_job_growth
2011m1,.9885168
2011m2,.9726193
2011m3,.8452881
2011m4,.9465872
2011m5,.9313184
2011m6,.7473461
2011m7,.5011626
2011m8,.3762816
2011m9,.3446697
2011m10,.4505668
2011m11,.5428548
2011m12,.6996472
2012m1,.8574535
2012m2,.9841162
2012m3,1.174765
2012m4,1.316098
2012m5,1.32796
2012m6,1.150201
2012m7,.9503827
2012m8,.8465169
2012m9,.8854085
2012m10,.8025438
2012m11,.5738469
2012m12,.4469935
2013m1,.7588009
2013m2,1.26121
2013m3,1.564938
2013m4,1.71342
2013m5,1.43682
2013m6,.7835206
2013m7,-.2875355
2013m8,-.9906045
2013m9,-1.265566
2013m10,-1.24474
2013m11,-1.215665
2013m12,-1.080436
2014m1,-.8683268
2014m2,-.81082
2014m3,-.8710896
2014m4,-.8742152
2014m5,-.9067757
2014m6,-.9913754
2014m7,-1.103667
2014m8,-1.217202
2014m9,-1.309955
2014m10,-1.367169
2014m11,-1.376923
2014m12,-1.301114
2015m1,-1.135546
2015m2,-.9804254
2015m3,-.9042752
2015m4,-.6810532
2015m5,-.3959405
2015m6,-.1691953
2015m7,-.1062326
2015m8,-.0967294
2015m9,-.1860716
2015m10,-.3882046
2015m11,-.6021465
2015m12,-.7091827
2016m1,-.6630403
2016m2,-.577801
2016m3,-.4161123
2016m4,-.0867185
