summer_leisure_f
-.8696784
-.9532624
-.3433598
.5058059
1.23003
1.73905
1.83654
1.047022
-.3361587
-.7848726
-.8495039
-.7810328
-.9763413
-.8753346
.0104347
.4104073
.7038618
1.321824
1.408957
.9218359
-.3334888
-.8924321
-1.099767
-.6956236
-1.244875
-1.060452
-.4754154
.0210695
.7712384
1.394754
1.442967
1.347451
-.0147406
-.7013814
-.973981
-.6938001
-1.175212
-1.140337
-.4004458
.0753859
.7707868
1.211875
1.597415
1.184817
-.8269652
-1.147413
-1.196824
-.9347025
-1.194865
-1.358605
-.7415051
.1702016
.8573676
.8987455
1.420772
1.15493
-.3831684
