summer_leisure_f
-.5437877
.1184789
1.020069
.4565852
1.449168
1.853764
1.346478
.1411284
-.6935931
-.7812401
-1.278563
-.6210417
-.7860678
-.4183051
.512132
.8490071
1.429904
2.098989
.8569298
-.0385349
-1.004927
-1.392035
-1.364687
-.7103213
-1.40499
-.8042023
.5247802
.2169268
1.24649
1.801906
1.270619
-.1683513
-.5638568
-.967196
-1.091124
-.546784
-.7034518
-.4038937
.3382465
-.1433982
1.020626
1.928488
1.037695
-.0457779
-.7698444
-1.07179
-1.613419
-1.059925
-1.010253
-.6756305
-.0259999
-.387744
.8994821
1.24363
.6806306
-.2917321
-.9596844
