date,cat_social_progress
2011m1,.0475928
2011m2,.1434133
2011m3,.1407417
2011m4,-.1076232
2011m5,-.633033
2011m6,-1.029044
2011m7,-1.220821
2011m8,-1.18696
2011m9,-.9865305
2011m10,-.787649
2011m11,-.7820264
2011m12,-.8196815
2012m1,-.7269757
2012m2,-.6267816
2012m3,-.6503772
2012m4,-.8694184
2012m5,-1.153459
2012m6,-1.392573
2012m7,-1.51487
2012m8,-1.478665
2012m9,-1.240605
2012m10,-.8871102
2012m11,-.4046749
2012m12,-.0747386
2013m1,.0411839
2013m2,-.1136244
2013m3,-.3613948
2013m4,-.5018657
2013m5,-.424834
2013m6,.0574965
2013m7,.8089422
2013m8,1.329951
2013m9,1.743146
2013m10,2.018516
2013m11,2.12694
2013m12,1.921263
2014m1,1.4808
2014m2,1.139216
2014m3,1.000981
2014m4,1.256603
2014m5,1.729925
2014m6,1.782057
2014m7,1.144658
2014m8,.5749115
2014m9,.3257001
2014m10,.0912561
2014m11,-.1280109
2014m12,-.1576378
2015m1,-.0525999
2015m2,.1434194
2015m3,.2386913
2015m4,.1121689
2015m5,-.1730419
2015m6,-.4093713
2015m7,-.5473821
2015m8,-.4524744
2015m9,-.1619982
2015m10,.0157823
2015m11,.0164937
2015m12,-.0742819
2016m1,.0255074
2016m2,.2565815
2016m3,.2738315
2016m4,.1443637
