date,cat_social_progress
2011m1,-.9046724
2011m2,-.6694479
2011m3,-.5617198
2011m4,-.6529768
2011m5,-.9313793
2011m6,-1.191012
2011m7,-1.14868
2011m8,-.8793749
2011m9,-.4512548
2011m10,-.2550919
2011m11,-.3304202
2011m12,-.6143187
2012m1,-.6046379
2012m2,-.2671523
2012m3,.0068011
2012m4,-.0097194
2012m5,-.4870467
2012m6,-1.120477
2012m7,-1.261124
2012m8,-.8974154
2012m9,-.386472
2012m10,-.2611755
2012m11,-.4105635
2012m12,-.6096618
2013m1,-.5914879
2013m2,-.4081613
2013m3,-.3516762
2013m4,-.3147375
2013m5,-.7000765
2013m6,-.9411827
2013m7,-.9262952
2013m8,-.5349919
2013m9,.0304623
2013m10,.2506257
2013m11,.0785667
2013m12,-.0748077
2014m1,.0103872
2014m2,.1898715
2014m3,.1871359
2014m4,-.0316514
2014m5,-.5087216
2014m6,-.8566533
2014m7,-.7716737
2014m8,-.2142264
2014m9,.478563
2014m10,.8129379
2014m11,.8953236
2014m12,.9215738
2015m1,1.027307
2015m2,1.264028
2015m3,1.407528
2015m4,1.170727
2015m5,.5585974
2015m6,.0597669
2015m7,.0359959
2015m8,.6550674
2015m9,1.391899
2015m10,1.673991
2015m11,1.49563
2015m12,1.17884
2016m1,1.235845
2016m2,1.455911
2016m3,1.683311
2016m4,1.975443
