family_stress_f
-1.532945
-.9165105
-.7819276
.557098
-.1513811
.4025349
.2230649
-.156009
-.6656185
-.6008448
.4142982
-.2627098
-.5334748
-.3450165
-.790452
.4325441
-.1438803
1.522012
1.04832
2.566902
.9913735
-.4237768
.3724236
-1.208347
.983981
-.1936339
-.7655734
1.058727
-.3132108
2.32827
2.89373
1.023636
-1.053881
-1.360652
-.1548979
.0177392
.9178061
-.1599258
.7829053
-.9542241
-.2605937
.4659853
.9952992
-.4303291
-.7498748
-1.883868
-.6261714
-1.040011
.3854573
-1.48862
-1.135108
-.0152495
-.2306208
1.158131
.7002791
.068183
-.9813622
