date,swb_enjoyment
2011m1,-1.848987
2011m2,-.8004028
2011m3,-.1496081
2011m4,.0469121
2011m5,-.0747992
2011m6,-.6813846
2011m7,-1.093685
2011m8,-1.074527
2011m9,-.645075
2011m10,-.2875993
2011m11,-.1487004
2011m12,-.0067176
2012m1,-.2251577
2012m2,-.4622713
2012m3,-.2459194
2012m4,-.0503586
2012m5,-.0582425
2012m6,.0464502
2012m7,.1016669
2012m8,-.0689386
2012m9,-.4400292
2012m10,-.9620475
2012m11,-.9032646
2012m12,-.247882
2013m1,.3435014
2013m2,.4303303
2013m3,.3887873
2013m4,.4546225
2013m5,.6963412
2013m6,.8796129
2013m7,.7706905
2013m8,.3768061
2013m9,.6172317
2013m10,1.016441
2013m11,1.38854
2013m12,1.46352
2014m1,1.34124
2014m2,1.136309
2014m3,1.187812
2014m4,1.193023
2014m5,1.19972
2014m6,1.167226
2014m7,.998453
2014m8,.573585
2014m9,.200556
2014m10,.2152602
2014m11,.337871
2014m12,.6044034
2015m1,.9780715
2015m2,1.103395
2015m3,1.327934
2015m4,1.53308
2015m5,1.438968
2015m6,1.273389
2015m7,1.150734
2015m8,.6307485
2015m9,.2983224
2015m10,.6565841
2015m11,1.235174
2015m12,1.463033
2016m1,1.305765
2016m2,1.088553
2016m3,.8039185
2016m4,.678044
