region,date,recherche_emploi
Languedoc-Roussillon,2013m1,1.6732118
Languedoc-Roussillon,2013m2,1.7024931
Languedoc-Roussillon,2013m3,1.7218541
Languedoc-Roussillon,2013m4,.32846636
Languedoc-Roussillon,2013m5,.56739819
Languedoc-Roussillon,2013m6,.55905849
Languedoc-Roussillon,2013m7,-.46632081
Languedoc-Roussillon,2013m8,-1.5403597
Languedoc-Roussillon,2013m9,1.0803276
Languedoc-Roussillon,2013m10,.71872842
Languedoc-Roussillon,2013m11,.66993165
Languedoc-Roussillon,2013m12,-.313274
Languedoc-Roussillon,2014m1,.33687013
Languedoc-Roussillon,2014m2,-.054684754
Languedoc-Roussillon,2014m3,.47935823
Languedoc-Roussillon,2014m4,-.16070998
Languedoc-Roussillon,2014m5,.017040795
Languedoc-Roussillon,2014m6,-.40734452
Languedoc-Roussillon,2014m7,-.78853732
Languedoc-Roussillon,2014m8,-1.5136932
Languedoc-Roussillon,2014m9,.019430723
Languedoc-Roussillon,2014m10,-.43101621
Languedoc-Roussillon,2014m11,-.21775113
Languedoc-Roussillon,2014m12,-1.1522011
Languedoc-Roussillon,2015m1,.74285948
Languedoc-Roussillon,2015m2,.63497114
Languedoc-Roussillon,2015m3,1.4302713
Languedoc-Roussillon,2015m4,-.1320747
Languedoc-Roussillon,2015m5,-.12315334
Languedoc-Roussillon,2015m6,.40170819
Languedoc-Roussillon,2015m7,-.71346569
Languedoc-Roussillon,2015m8,-1.8199056
Languedoc-Roussillon,2015m9,.11125597
Languedoc-Roussillon,2015m10,.11346248
Languedoc-Roussillon,2015m11,-.25416979
Languedoc-Roussillon,2015m12,-1.2534231
Languedoc-Roussillon,2016m1,.43608597
Languedoc-Roussillon,2016m2,.13452771
Languedoc-Roussillon,2016m3,.84262639
Languedoc-Roussillon,2016m4,.070573792
Languedoc-Roussillon,2016m5,-.12275111
Languedoc-Roussillon,2016m6,-.29037821
Languedoc-Roussillon,2016m7,-1.8657864
Languedoc-Roussillon,2016m8,-2.1768208
Languedoc-Roussillon,2016m9,.30739999
Languedoc-Roussillon,2016m10,-.1541567
Languedoc-Roussillon,2016m11,.22600354
Languedoc-Roussillon,2016m12,-.70950723
Languedoc-Roussillon,2017m1,.21257734
Languedoc-Roussillon,2017m2,1.1860268
Languedoc-Roussillon,2017m3,1.1467643
