date,cat_health_conditions
2008m1,-.1556824
2008m2,.1663364
2008m3,.467663
2008m4,.4452577
2008m5,-.0437546
2008m6,-.6139627
2008m7,-.8191255
2008m8,-.6945314
2008m9,-.3969972
2008m10,-.117471
2008m11,-.0158865
2008m12,-.0671328
2009m1,.060497
2009m2,.45947
2009m3,.6308863
2009m4,.4591728
2009m5,-.0041895
2009m6,-.4084752
2009m7,-.6073466
2009m8,-.372996
2009m9,.4374704
2009m10,1.45833
2009m11,1.986886
2009m12,1.880358
2010m1,1.735521
2010m2,1.916579
2010m3,2.224271
2010m4,2.438713
2010m5,2.140293
2010m6,1.581518
2010m7,1.376165
2010m8,1.526821
2010m9,2.011007
2010m10,2.052513
2010m11,1.718691
2010m12,.9567432
2011m1,.2949122
2011m2,.0904878
2011m3,-.0065023
2011m4,-.1838607
2011m5,-.5293683
2011m6,-.8798106
2011m7,-1.034684
2011m8,-.9619368
2011m9,-.66495
2011m10,-.3068996
2011m11,-.2282985
2011m12,-.3098729
2012m1,-.2071324
2012m2,.1321405
2012m3,.2801594
2012m4,.1295811
2012m5,-.3213129
2012m6,-.7642021
2012m7,-.9320275
2012m8,-.8752391
2012m9,-.6148322
2012m10,-.3806632
2012m11,-.3873183
2012m12,-.5898251
2013m1,-.5682181
2013m2,-.3373266
2013m3,-.1997281
2013m4,-.1795822
2013m5,-.5017426
2013m6,-.8843908
2013m7,-1.060249
2013m8,-1.057302
2013m9,-.7664897
2013m10,-.544136
2013m11,-.6354389
2013m12,-.8877285
2014m1,-.8172246
2014m2,-.5450312
2014m3,-.2829145
2014m4,-.1256741
2014m5,-.3863128
2014m6,-.7880504
2014m7,-.9677506
2014m8,-.8686666
2014m9,-.4863519
2014m10,-.2269423
2014m11,-.276953
2014m12,-.4330025
2015m1,-.3194166
2015m2,.081965
2015m3,.3368471
2015m4,.2689281
2015m5,-.1588867
2015m6,-.5736925
2015m7,-.85381
2015m8,-.8540322
2015m9,-.5382879
2015m10,-.2245443
2015m11,-.0861476
2015m12,-.1518135
2016m1,-.098317
2016m2,.1039709
2016m3,.1778799
2016m4,.1544087
