date,swb_enjoyment
2008m1,-.3063259
2008m2,.2291343
2008m3,.6324022
2008m4,.9264352
2008m5,.7501156
2008m6,.5777177
2008m7,.410087
2008m8,.3474743
2008m9,.1476291
2008m10,-.0558689
2008m11,-.5861363
2008m12,-1.115376
2009m1,-1.654411
2009m2,-1.630946
2009m3,-1.223534
2009m4,-.6459619
2009m5,-.3181339
2009m6,-.2235709
2009m7,-.1349575
2009m8,-.2003891
2009m9,-.2711803
2009m10,-.3096958
2009m11,-.44306
2009m12,-.6081019
2010m1,-.4246943
2010m2,.3054682
2010m3,1.041809
2010m4,1.08433
2010m5,.7729624
2010m6,.4366238
2010m7,-.1684423
2010m8,-.6239246
2010m9,-.6501958
2010m10,-.3130386
2010m11,-.0647521
2010m12,.3051587
2011m1,.6144851
2011m2,1.073093
2011m3,1.138755
2011m4,.9696614
2011m5,.851228
2011m6,.6845879
2011m7,.4053744
2011m8,.1995517
2011m9,.3719538
2011m10,.6466454
2011m11,.8794408
2011m12,.934348
2012m1,.8337911
2012m2,.9353988
2012m3,1.231734
2012m4,1.242723
2012m5,1.048386
2012m6,.824827
2012m7,.5970619
2012m8,.4410126
2012m9,.5565098
2012m10,.7513194
2012m11,.8546233
2012m12,.8174026
2013m1,.6906496
2013m2,.8497523
2013m3,1.06615
2013m4,1.280206
2013m5,1.369668
2013m6,1.420883
2013m7,1.360731
2013m8,1.257854
2013m9,1.259459
2013m10,1.362433
2013m11,1.393266
2013m12,1.20642
2014m1,.9886009
2014m2,1.160884
2014m3,1.422236
2014m4,1.591407
2014m5,1.626088
2014m6,1.458586
2014m7,1.310407
2014m8,1.355924
2014m9,1.586232
2014m10,1.841541
2014m11,2.008705
2014m12,1.906421
2015m1,1.817348
2015m2,1.894473
2015m3,2.032631
2015m4,2.080142
2015m5,2.043271
2015m6,1.880595
2015m7,1.676936
2015m8,1.563327
2015m9,1.71182
2015m10,1.912902
2015m11,2.09707
2015m12,2.093622
2016m1,1.993306
2016m2,2.043172
2016m3,2.054244
2016m4,1.946563
