date,cat_health_conditions
2011m1,-.2049049
2011m2,.3123453
2011m3,.4762271
2011m4,.34012
2011m5,-.257449
2011m6,-.8046064
2011m7,-1.122316
2011m8,-.817625
2011m9,-.1525063
2011m10,.228933
2011m11,.022521
2011m12,-.3848956
2012m1,-.1595904
2012m2,.3289042
2012m3,.5240654
2012m4,.3351347
2012m5,-.1136925
2012m6,-.4167864
2012m7,-.6607957
2012m8,-.6397309
2012m9,-.3964577
2012m10,-.4954614
2012m11,-.9460286
2012m12,-1.108389
2013m1,-.6319585
2013m2,-.0748817
2013m3,.1326158
2013m4,.1169344
2013m5,-.3775853
2013m6,-.8246451
2013m7,-.9262923
2013m8,-.502079
2013m9,.1469384
2013m10,.2914962
2013m11,-.1783316
2013m12,-.7347254
2014m1,-.6326851
2014m2,-.0369715
2014m3,.4033807
2014m4,.4112274
2014m5,-.1281177
2014m6,-.4469993
2014m7,-.6664586
2014m8,-.6445848
2014m9,-.1186546
2014m10,.4484998
2014m11,.2705295
2014m12,-.1352049
2015m1,.0842163
2015m2,.6513322
2015m3,.9458461
2015m4,.8021477
2015m5,.3186159
2015m6,.0021128
2015m7,-.1338904
2015m8,.0403215
2015m9,.4742442
2015m10,.7811313
2015m11,.7102544
2015m12,.3780768
2016m1,.3539628
2016m2,.9014597
2016m3,1.782634
2016m4,2.859073
