date,cat_social_progress
2008m1,-.8168641
2008m2,-.4065568
2008m3,-.0393531
2008m4,.1337488
2008m5,-.1952757
2008m6,-.6668628
2008m7,-.8300118
2008m8,-.5616328
2008m9,-.0789074
2008m10,.1772394
2008m11,.044195
2008m12,-.1692933
2009m1,-.1961247
2009m2,.0799356
2009m3,.124315
2009m4,-.1111879
2009m5,-.5563713
2009m6,-.8996348
2009m7,-.8619649
2009m8,-.297008
2009m9,.5876878
2009m10,1.263493
2009m11,1.359615
2009m12,1.193205
2010m1,1.253642
2010m2,1.763922
2010m3,2.098883
2010m4,2.007858
2010m5,1.080672
2010m6,.0754862
2010m7,-.3281705
2010m8,.0483085
2010m9,.7618321
2010m10,1.036076
2010m11,.8942555
2010m12,.4429739
2011m1,-.155864
2011m2,-.3355369
2011m3,-.4502253
2011m4,-.5201024
2011m5,-.8172722
2011m6,-1.196252
2011m7,-1.244262
2011m8,-.8352036
2011m9,-.296908
2011m10,-.1227628
2011m11,-.2714665
2011m12,-.5851458
2012m1,-.5311223
2012m2,-.3044
2012m3,-.1711757
2012m4,-.2524454
2012m5,-.7187767
2012m6,-1.306891
2012m7,-1.472379
2012m8,-1.027877
2012m9,-.3894398
2012m10,-.1371353
2012m11,-.1778092
2012m12,-.2601514
2013m1,-.1114042
2013m2,.0191829
2013m3,-.1174296
2013m4,-.3725384
2013m5,-.7626326
2013m6,-1.122282
2013m7,-1.079429
2013m8,-.687958
2013m9,-.1241285
2013m10,.199947
2013m11,.1768844
2013m12,-.0291928
2014m1,.0521175
2014m2,.3187379
2014m3,.4146915
2014m4,.2116744
2014m5,-.3221677
2014m6,-.9417325
2014m7,-1.086961
2014m8,-.58093
2014m9,.1203949
2014m10,.5136091
2014m11,.5779309
2014m12,.4569256
2015m1,.4907285
2015m2,.6830835
2015m3,.8085767
2015m4,.6280915
2015m5,.0745927
2015m6,-.6657397
2015m7,-1.165053
2015m8,-.9515663
2015m9,-.2036935
2015m10,.5394055
2015m11,.8687558
2015m12,.9189709
2016m1,1.290422
2016m2,1.682305
2016m3,1.754814
2016m4,1.691479
