region,date,recherche_emploi
Picardie,2013m1,.3541759
Picardie,2013m2,-.41287613
Picardie,2013m3,.80970687
Picardie,2013m4,.2151437
Picardie,2013m5,.45975295
Picardie,2013m6,.37623757
Picardie,2013m7,-1.0924706
Picardie,2013m8,-1.1251529
Picardie,2013m9,1.179197
Picardie,2013m10,.57903862
Picardie,2013m11,.018300813
Picardie,2013m12,-1.4409659
Picardie,2014m1,.78511709
Picardie,2014m2,.93227333
Picardie,2014m3,1.2637861
Picardie,2014m4,.46056244
Picardie,2014m5,.75796217
Picardie,2014m6,-.24224451
Picardie,2014m7,-1.4081836
Picardie,2014m8,-1.4788003
Picardie,2014m9,1.0283191
Picardie,2014m10,.79108322
Picardie,2014m11,-.1858256
Picardie,2014m12,-1.5610116
Picardie,2015m1,.46026826
Picardie,2015m2,.82581896
Picardie,2015m3,.95108181
Picardie,2015m4,-.067452088
Picardie,2015m5,-.36750481
Picardie,2015m6,-.071125127
Picardie,2015m7,-.73893154
Picardie,2015m8,-.43595093
Picardie,2015m9,1.0059783
Picardie,2015m10,.52013975
Picardie,2015m11,-.003084623
Picardie,2015m12,-1.4075172
Picardie,2016m1,.54082286
Picardie,2016m2,.5915423
Picardie,2016m3,.44670206
Picardie,2016m4,.24255031
Picardie,2016m5,-.068798624
Picardie,2016m6,-.13336624
Picardie,2016m7,-1.609841
Picardie,2016m8,-1.8648844
Picardie,2016m9,.82999152
Picardie,2016m10,-.071244791
Picardie,2016m11,-.57344937
Picardie,2016m12,-1.7617291
Picardie,2017m1,.39170215
Picardie,2017m2,.90731293
Picardie,2017m3,1.1686375
