date,cat_layoffs
2008m1,-.8990238
2008m2,-.8029286
2008m3,-.625769
2008m4,-.4767061
2008m5,-.5776486
2008m6,-.8132766
2008m7,-.9066423
2008m8,-.8096014
2008m9,-.4523048
2008m10,.2207366
2008m11,1.109429
2008m12,1.83955
2009m1,2.361306
2009m2,2.457531
2009m3,2.105953
2009m4,1.393747
2009m5,.7428474
2009m6,.549731
2009m7,.6654481
2009m8,.9256839
2009m9,1.411108
2009m10,1.95521
2009m11,2.103943
2009m12,2.01921
2010m1,2.128937
2010m2,2.26604
2010m3,2.089639
2010m4,1.592124
2010m5,1.237404
2010m6,1.184256
2010m7,1.039102
2010m8,.7876671
2010m9,.6426088
2010m10,.3874627
2010m11,.2459175
2010m12,.0386624
2011m1,-.1931118
2011m2,-.2454579
2011m3,-.1764233
2011m4,-.1392237
2011m5,-.2104796
2011m6,-.2248731
2011m7,-.2088341
2011m8,-.0607957
2011m9,.210907
2011m10,.2217465
2011m11,.0830345
2011m12,-.0304715
2012m1,-.0529127
2012m2,-.1546882
2012m3,-.242107
2012m4,-.2943463
2012m5,-.4095325
2012m6,-.5937189
2012m7,-.643373
2012m8,-.454344
2012m9,-.0872939
2012m10,.238062
2012m11,.4181055
2012m12,.3079056
2013m1,.1279552
2013m2,-.1138907
2013m3,-.4289692
2013m4,-.6196488
2013m5,-.7251114
2013m6,-.8605798
2013m7,-.9164923
2013m8,-.954998
2013m9,-.8974085
2013m10,-.7900406
2013m11,-.6319795
2013m12,-.3990221
2014m1,-.1323973
2014m2,-.0836754
2014m3,-.1703186
2014m4,-.2865124
2014m5,-.4561529
2014m6,-.7069141
2014m7,-.9236465
2014m8,-.985455
2014m9,-.8671522
2014m10,-.6859128
2014m11,-.6740421
2014m12,-.6964226
2015m1,-.700299
2015m2,-.7032453
2015m3,-.6341965
2015m4,-.6185198
2015m5,-.69951
2015m6,-.8931869
2015m7,-1.042276
2015m8,-1.010077
2015m9,-.8921959
2015m10,-.7785305
2015m11,-.758392
2015m12,-.8298714
2016m1,-.8244509
2016m2,-.8025456
2016m3,-.6986945
2016m4,-.4303508
