date,cat_healthy_habits
2008m1,.1426257
2008m2,-.322206
2008m3,-.6666914
2008m4,-1.000539
2008m5,-1.322139
2008m6,-1.562107
2008m7,-1.621141
2008m8,-1.866345
2008m9,-1.842479
2008m10,-1.598734
2008m11,-1.272855
2008m12,-.8884881
2009m1,-.2918941
2009m2,-.0788654
2009m3,-.0453255
2009m4,-.0836242
2009m5,-.2037167
2009m6,-.3609696
2009m7,-.4112919
2009m8,-.3937164
2009m9,-.254603
2009m10,.0924809
2009m11,.4419916
2009m12,.8926405
2010m1,1.713281
2010m2,1.951665
2010m3,1.820838
2010m4,1.567152
2010m5,1.125206
2010m6,.5891676
2010m7,.2515194
2010m8,.055187
2010m9,-.0355477
2010m10,-.1712335
2010m11,-.260626
2010m12,-.0946677
2011m1,.4194911
2011m2,.5136979
2011m3,.4123204
2011m4,.2487099
2011m5,.0066918
2011m6,-.2302265
2011m7,-.480946
2011m8,-.7404588
2011m9,-.8995135
2011m10,-.9420158
2011m11,-.8088944
2011m12,-.3826424
2012m1,.446615
2012m2,.8456151
2012m3,.8936573
2012m4,.7019213
2012m5,.4915875
2012m6,.307406
2012m7,.0810185
2012m8,-.3358083
2012m9,-.8027135
2012m10,-1.043197
2012m11,-.913982
2012m12,-.266499
2013m1,.7850145
2013m2,1.190464
2013m3,1.234487
2013m4,1.04374
2013m5,.700189
2013m6,.3020339
2013m7,-.0026817
2013m8,-.2525119
2013m9,-.4655684
2013m10,-.6399654
2013m11,-.6662199
2013m12,-.31708
2014m1,.5252186
2014m2,1.031462
2014m3,1.165233
2014m4,.9438213
2014m5,.5952113
2014m6,.3647584
2014m7,-.00766
2014m8,-.4706444
2014m9,-.6976
2014m10,-.7228454
2014m11,-.5543407
2014m12,-.1384564
2015m1,.5484037
2015m2,.6977471
2015m3,.568341
2015m4,.3510226
2015m5,.114074
2015m6,-.1510385
2015m7,-.4212307
2015m8,-.7016524
2015m9,-.9042873
2015m10,-.858944
2015m11,-.6120705
2015m12,-.1489864
2016m1,.7247466
2016m2,1.183332
2016m3,1.390289
2016m4,1.758413
