date,cat_summer_leisure
2011m1,-.7628788
2011m2,-.2391092
2011m3,.3777857
2011m4,.9897629
2011m5,1.57998
2011m6,1.851382
2011m7,1.608757
2011m8,.9778078
2011m9,.2371602
2011m10,-.4106568
2011m11,-.884743
2011m12,-1.041461
2012m1,-.8050396
2012m2,-.3210277
2012m3,.3253117
2012m4,.9584263
2012m5,1.399443
2012m6,1.550792
2012m7,1.308303
2012m8,.7296025
2012m9,.0282608
2012m10,-.5790582
2012m11,-1.002811
2012m12,-1.166138
2013m1,-1.03006
2013m2,-.6556948
2013m3,-.0617875
2013m4,.5584599
2013m5,1.060998
2013m6,1.215458
2013m7,.8969889
2013m8,.3226754
2013m9,-.3164008
2013m10,-.8674156
2013m11,-1.276277
2013m12,-1.390112
2014m1,-1.133524
2014m2,-.6987061
2014m3,-.1961951
2014m4,.3632032
2014m5,.8602017
2014m6,1.122524
2014m7,.9035867
2014m8,.3376268
2014m9,-.335493
2014m10,-.8649961
2014m11,-1.210967
2014m12,-1.325055
2015m1,-1.104959
2015m2,-.6463769
2015m3,-.0864551
2015m4,.4863482
2015m5,.9623956
2015m6,1.176423
2015m7,.9563124
2015m8,.4114512
2015m9,-.217765
2015m10,-.7837044
2015m11,-1.201874
2015m12,-1.328494
2016m1,-1.142981
2016m2,-.7488574
2016m3,-.1962739
2016m4,.4759213
