date,swb_learn
2011m1,-.4385034
2011m2,-.3140525
2011m3,-.09687
2011m4,.177298
2011m5,.3459019
2011m6,.3944083
2011m7,.2057739
2011m8,.1080291
2011m9,-.2053436
2011m10,-.2564306
2011m11,-.227106
2011m12,-.219794
2012m1,.1068145
2012m2,.4171456
2012m3,.246444
2012m4,.391584
2012m5,.8166454
2012m6,1.022094
2012m7,.9233568
2012m8,.5487016
2012m9,.4345174
2012m10,.461053
2012m11,.3331214
2012m12,-.0798794
2013m1,-.3975433
2013m2,-.5789811
2013m3,-.472438
2013m4,-.2711712
2013m5,-.1662387
2013m6,-.1089396
2013m7,-.4900088
2013m8,-1.034713
2013m9,-1.481819
2013m10,-1.769391
2013m11,-2.039636
2013m12,-1.862973
2014m1,-1.38653
2014m2,-1.014881
2014m3,-.8649362
2014m4,-.8468488
2014m5,-.9727697
2014m6,-.8808404
2014m7,-.6464397
2014m8,-.6698533
2014m9,-1.22727
2014m10,-1.756761
2014m11,-2.022735
2014m12,-1.805943
2015m1,-1.205036
2015m2,-1.139271
2015m3,-1.031267
2015m4,-.8653148
2015m5,-.7449374
2015m6,-.6926332
2015m7,-.7982562
2015m8,-.8617076
2015m9,-.9074534
2015m10,-1.410739
2015m11,-2.000214
2015m12,-2.197852
2016m1,-1.728457
2016m2,-1.169396
2016m3,-.7059568
2016m4,-.2270611
