happiness
-2.240446
-.8085079
-1.145246
-.5055512
-.6910995
-1.758206
.2465479
.6889861
-1.373714
-1.832215
-.8380873
-.8261073
-.2656432
-.2480828
-.1631959
.7207346
.6453713
.6310021
.8937328
2.199291
.0593615
-1.308471
-1.381702
-.5027128
.5665017
.5330018
.8275794
1.39246
1.154434
.6421533
1.12297
.9116626
.3944675
-.3598312
.366433
-1.148096
-.8790993
-.2111636
1.20656
.3720313
.458102
1.58645
.2846731
.2073631
.8554025
1.31901
-.6308102
-.7332563
.4777745
.1191181
.8705516
1.101404
.9122421
1.092901
.9595031
.8270262
.0444421
