healthy_habits_f
2.177578
.365649
-.1001922
-1.538214
-1.682299
.1463632
1.445827
.0566776
-.5268394
-2.427263
-1.024688
-.9225224
.4942787
.6683002
.243201
.9174863
1.679026
.5523825
.8683408
.418629
-.6591104
-1.217855
-.4574302
-.4126461
.454898
1.135438
.0604377
1.303655
.0597964
.9510983
.1498148
.1275249
-.6810626
-.3481428
-.7853977
-.4236125
1.60741
.294059
.1620053
1.922163
-.5836294
-.2507483
.2515258
.1298553
-.6878507
-.8598089
-1.125128
-1.487175
1.297408
-.7610715
.0762708
.7160282
.4719979
.3562878
.7425937
-.8239966
-2.517322
