region,date,politics_security
France,2013m1,-.3369023010134697
France,2013m2,-.2248847238719463
France,2013m3,-.2578216925263405
France,2013m4,-.4294853117316961
France,2013m5,-.3745285823941231
France,2013m6,-.5787214085459709
France,2013m7,-1.10074854195118
France,2013m8,-.7706230513751506
France,2013m9,-.3747619993984699
France,2013m10,.1908535819500685
France,2013m11,.710663429275155
France,2013m12,.2631892815232277
France,2014m1,.5965025544166564
France,2014m2,.5700277924537659
France,2014m3,1.043455757759511
France,2014m4,.2917406916618347
France,2014m5,.5175674516707659
France,2014m6,-.4686192945577204
France,2014m7,-.6592209309339523
France,2014m8,-.7231975542381406
France,2014m9,-.1252799855545163
France,2014m10,.089524994790554
France,2014m11,.5715005557984114
France,2014m12,.1978535652160645
France,2015m1,.9888955693691969
France,2015m2,.7033567799255251
France,2015m3,1.097598285600543
France,2015m4,.1551027437672019
France,2015m5,-.0586794164497405
France,2015m6,-.4395583942532539
France,2015m7,-.7355506896972657
France,2015m8,-.7259366169571877
France,2015m9,.3619643356651068
France,2015m10,.3112652599811554
France,2015m11,1.388660941272974
France,2015m12,1.435212121158838
France,2016m1,.5931990126846358
France,2016m2,.2044395871460438
France,2016m3,.5226190887391567
France,2016m4,.6117729350924492
France,2016m5,.5840407967567444
France,2016m6,
