date,cat_personal_security
2011m1,.6565318
2011m2,.1101533
2011m3,-.2386131
2011m4,-.4236782
2011m5,-.6353348
2011m6,-.8623245
2011m7,-.906604
2011m8,-.8932179
2011m9,-.656804
2011m10,-.4631799
2011m11,-.3816926
2011m12,-.4032871
2012m1,-.4355154
2012m2,-.4653766
2012m3,-.4573759
2012m4,-.2884291
2012m5,-.1536831
2012m6,-.0150784
2012m7,.1963536
2012m8,-.1130539
2012m9,-.245234
2012m10,.0999668
2012m11,1.080257
2012m12,2.350013
2013m1,2.410089
2013m2,1.459161
2013m3,.6867766
2013m4,.4480836
2013m5,.111164
2013m6,-.2608258
2013m7,-.3242799
2013m8,-.3873061
2013m9,-.4500769
2013m10,-.5428978
2013m11,-.5956907
2013m12,-.6895177
2014m1,-.6904475
2014m2,-.6906875
2014m3,-.731801
2014m4,-.7001837
2014m5,-.718151
2014m6,-.7117478
2014m7,-.5954285
2014m8,-.4362609
2014m9,-.2900704
2014m10,-.2159036
2014m11,-.2241296
2014m12,-.2252183
2015m1,-.1608107
2015m2,-.2289925
2015m3,-.2897803
2015m4,-.211518
2015m5,-.1047432
2015m6,.0346768
2015m7,.0560252
2015m8,.0564476
2015m9,.4118638
2015m10,1.170445
2015m11,1.871794
2015m12,1.802306
2016m1,1.188776
2016m2,.7721992
2016m3,.7123412
2016m4,.8295262
